序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,Data
22,20:30:38.825,0xB013BB47,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 09 22 5C 7F A5 6D 00 B7 
23,20:30:38.825,0xB013BB48,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 30 E6 CF CA A3 89 98 2B 
24,20:30:38.825,0xB013BB49,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2F 5C 16 4E E1 36 0E E1 
25,20:30:38.825,0xB013BB4A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 59 E4 63 93 5B 85 64 CD 
26,20:30:38.825,0xB013BB4B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 01 00 00 FF DB 00 43 
27,20:30:38.825,0xB013BBB8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 97 7E F8 6A 29 09 7C EC 
28,20:30:38.825,0xB013BBB9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EA 0E 91 B7 2D A5 B9 75 
29,20:30:38.825,0xB013BBBA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2C 92 0C 86 86 66 B4 48 
30,20:30:38.825,0xB013BBBB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AE 38 89 39 59 20 14 82 
31,20:30:38.825,0xB013BBCD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 04 90 E1 C0 07 5F EF 03 
32,20:30:38.825,0xB013BBCE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 33 48 B3 9D 20 A4 78 D4 
33,20:30:38.825,0xB013BBCF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5C 24 8F 39 7D 74 DE A8 
34,20:30:38.856,0xB013BC6F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9C EB 34 04 B0 00 B8 0F 
35,20:30:38.856,0xB013BC70,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7E 1E F7 A5 75 04 32 54 
36,20:30:38.856,0xB013BC71,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AF 41 10 95 80 42 9C 82 
37,20:30:38.856,0xB013BC72,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4B 79 15 05 AA 52 A6 7B 
38,20:30:38.856,0xB013BC73,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 94 E0 58 BB 0E 92 76 DE 
39,20:30:38.856,0xB013BC74,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 91 FC C5 70 48 52 86 22 
40,20:30:38.856,0xB013BC75,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7E B7 AE 18 8A 4C 36 64 
41,20:30:38.856,0xB013BC77,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 09 21 93 2C C6 54 9D 67 
42,20:30:38.856,0xB013BC78,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 52 95 00 A2 C0 16 BC 17 
43,20:30:38.856,0xB013BC79,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F3 32 27 DF 85 E2 29 56 
44,20:30:39.006,0xB013C304,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 24 BB F9 CF 66 81 F3 28 
45,20:30:39.006,0xB013C305,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 28 6C CD CD 86 BD 07 DF 
46,20:30:39.035,0xB013C306,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4B 94 82 3C 26 FE F1 3F 
47,20:30:39.035,0xB013C307,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 26 00 64 58 BC FE 89 EE 
48,20:30:39.035,0xB013C308,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5C B6 5D C1 D5 F8 5F 85 
49,20:30:39.035,0xB013C309,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 17 0A 2D 22 04 01 66 82 
50,20:30:39.035,0xB013C30A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 16 30 7B FB 51 38 A9 7F 
51,20:30:39.035,0xB013C30C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 69 1E DA 9E 14 AA 52 12 
52,20:30:39.035,0xB013C30D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6A 3F 2D 40 37 CA F0 A1 
53,20:30:39.035,0xB013C30E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 54 41 49 F1 27 45 0D BA 
54,20:30:39.035,0xB013C30F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 92 33 07 92 DD F5 9B CC 
55,20:30:39.035,0xB013C310,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 26 E2 58 C3 B7 96 FA F2 
56,20:30:39.035,0xB013C311,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A1 99 3F 4C 87 37 37 83 
57,20:30:39.035,0xB013C312,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6A A8 24 24 CF 88 89 98 
58,20:30:39.035,0xB013C314,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 79 D0 20 0F E0 50 19 52 
59,20:30:39.035,0xB013C315,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 03 A4 66 51 48 24 33 1F 
60,20:30:39.035,0xB013C316,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 64 CC A6 4A 52 1C 5B 37 
61,20:30:39.035,0xB013C317,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3A CE 17 CB C1 38 BF F9 
62,20:30:39.035,0xB013C318,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6B 5C 0B 8E 17 33 1A 74 
63,20:30:39.035,0xB013C319,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 65 A5 4A F9 DF 2D 39 81 
64,20:30:39.035,0xB013C31A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 60 A5 09 4E 54 E3 2D E0 
65,20:30:39.035,0xB013C31C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 89 89 99 5A 29 C0 31 AD 
66,20:30:39.035,0xB013C31D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FA EB 4A A0 03 B1 9D 19 
67,20:30:39.035,0xB013C31E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C5 CE F2 3C AD EF 41 42 
68,20:30:39.035,0xB013C31F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 29 C3 99 2C 5F 5F C9 06 
69,20:30:39.035,0xB013C320,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4F 0F 07 0D 38 44 00 40 
70,20:30:39.035,0xB013C321,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 25 90 E1 89 E3 A1 3F 80 
71,20:30:39.035,0xB013C322,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 86 D0 9E FD F9 07 5D D4 
72,20:30:39.035,0xB013C324,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0A 17 D4 F1 E3 BD BE F4 
73,20:30:39.035,0xB013C325,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 30 5A 42 52 AC AA 00 17 
74,20:30:39.035,0xB013C326,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 51 3C F5 78 EA 2D 6A 71 
75,20:30:39.035,0xB013C327,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 07 72 19 CF 9E F7 E3 C6 
76,20:30:39.035,0xB013C328,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 43 DC 09 71 7E 3A 13 EB 
77,20:30:39.035,0xB013C329,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 85 04 9A 13 96 73 19 01 
78,20:30:39.035,0xB013C32A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0A BE 95 5C AC 68 35 E1 
79,20:30:39.035,0xB013C32C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B1 FD 5A 9D 4E 52 00 0E 
80,20:30:39.035,0xB013C32D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 15 04 97 04 10 D6 1A 71 
81,20:30:39.035,0xB013C32E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1B B6 60 50 00 43 A4 92 
82,20:30:39.035,0xB013C32F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2E 52 34 69 D7 B6 8D 68 
83,20:30:39.035,0xB013C330,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2B 11 39 14 A9 2A 6F 0D 
84,20:30:39.035,0xB013C331,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E1 66 4F 0D 35 0E EF 3B 
85,20:30:39.035,0xB013C332,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 52 52 54 9C B2 14 4C 9E 
86,20:30:39.035,0xB013C334,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 05 04 81 90 3B CF FA 13 
87,20:30:39.035,0xB013C335,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 25 94 2F 06 60 4D C6 9A 
88,20:30:39.035,0xB013C336,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2C C7 3E 57 21 25 D9 B5 
89,20:30:39.035,0xB013C337,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0D 40 FC 4F 3A 0E 60 55 
90,20:30:39.035,0xB013C338,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0F 88 52 3E 60 C4 7C 31 
91,20:30:39.035,0xB013C339,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 63 BB BF 02 F7 35 4C 
92,20:30:39.035,0xB013C33A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 48 73 05 DB 3D AD AF 3D 
93,20:30:39.035,0xB013C33C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8E 9E D5 E7 A9 3F 14 A2 
94,20:30:39.035,0xB013C33D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 33 C0 E6 59 F9 EB E9 50 
95,20:30:39.035,0xB013C33E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CD 86 90 B7 71 95 37 93 
96,20:30:39.035,0xB013C33F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1C 49 6F 5B EB AD 04 32 
97,20:30:39.035,0xB013C340,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 48 4A 4B 38 DC E9 0C DC 
98,20:30:39.035,0xB013C341,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4B 12 E4 96 79 82 F6 9E 
99,20:30:39.035,0xB013C342,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AC 5E 34 9D 58 79 56 75 
100,20:30:39.035,0xB013C343,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 83 7D 77 0C FB 6A F4 E0 
101,20:30:39.035,0xB013C345,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8A 82 40 04 25 AC 38 F3 
102,20:30:39.035,0xB013C346,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 05 8B 00 2E 6F AB 5F 4B 
103,20:30:39.035,0xB013C347,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A8 29 0C 1D DB D7 69 06 
104,20:30:39.035,0xB013C348,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 90 1F 47 FB DB 7E 94 89 
105,20:30:39.035,0xB013C349,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 91 67 1F 6F DB 83 86 
106,20:30:39.035,0xB013C34A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FF 00 BA 53 66 56 19 CC 
107,20:30:39.035,0xB013C34B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E6 48 0C 4C 99 40 49 98 
108,20:30:39.035,0xB013C34D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 28 02 03 86 76 DC 87 2E 
109,20:30:39.035,0xB013C34E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 40 39 50 C4 44 4B 1B C3 
110,20:30:39.035,0xB013C34F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5E 35 55 04 9C 3C AC C5 
111,20:30:39.035,0xB013C350,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3B 5C 0D 26 45 A9 92 DF 
112,20:30:39.035,0xB013C351,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 04 65 53 12 5E FA 6B CF 
113,20:30:39.035,0xB013C352,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 76 50 24 38 E6 FD 58 68 
114,20:30:39.035,0xB013C353,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FB C9 22 7B FE 50 49 24 
115,20:30:39.035,0xB013C355,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4A 73 15 3A 81 87 F4 0C 
116,20:30:39.035,0xB013C356,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 8E 34 01 0B F1 78 80 
117,20:30:39.035,0xB013C357,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9C B3 29 BB 91 76 70 CC 
118,20:30:39.035,0xB013C358,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BD C3 5F A5 3B A8 21 BF 
119,20:30:39.035,0xB013C359,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A0 1D 88 D3 70 DD C9 B9 
120,20:30:39.035,0xB013C35A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 67 08 C8 AF 11 0B CC 1C 
121,20:30:39.035,0xB013C35B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 21 B4 A0 E4 B8 39 96 5D 
122,20:30:39.035,0xB013C35C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 80 49 61 AC CE B3 04 C5 
123,20:30:39.035,0xB013C35E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9D FE E5 AF CA 69 19 65 
124,20:30:39.035,0xB013C35F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B9 21 49 20 0C C3 60 24 
125,20:30:39.035,0xB013C360,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AB 8E AC 3D E3 77 67 AA 
126,20:30:39.035,0xB013C361,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 83 41 8E 56 77 2C 58 CF 
127,20:30:39.035,0xB013C362,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D7 BF B5 A8 26 70 C3 C8 
128,20:30:39.035,0xB013C363,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 41 25 C1 2C D3 A6 87 48 
129,20:30:39.035,0xB013C364,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 91 5A D2 00 67 CC 6E 26 
130,20:30:39.305,0xB013CDAB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D4 02 93 75 06 32 08 69 
131,20:30:39.305,0xB013CDAC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DB 8F 91 E4 69 AD 94 31 
132,20:30:39.305,0xB013CDAD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B6 F5 40 A5 13 0D 94 8C 
133,20:30:39.305,0xB013CDAE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 13 94 A9 81 10 C6 1D 
134,20:30:39.305,0xB013CDAF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 52 42 8B 82 49 04 ED 66 
135,20:30:39.305,0xB013CDB1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A2 FC 0E F1 C6 B6 66 18 
136,20:30:39.305,0xB013CDB2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4B A5 00 90 AD 8B 3C 34 
137,20:30:39.305,0xB013CDB3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 95 68 4A 46 72 48 23 14 
138,20:30:39.305,0xB013CDB4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 34 1E FA 3E 51 46 1A B0 
139,20:30:39.305,0xB013CDB5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CA D4 A5 60 A1 4A 43 87 
140,20:30:39.305,0xB013CDB6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FC 74 F2 A0 AE 0B 24 A8 
141,20:30:39.305,0xB013CDB7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F8 80 15 88 0B 24 15 34 
142,20:30:39.305,0xB013CDB9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1F DA 19 F0 D8 39 4B C0 
143,20:30:39.305,0xB013CDBA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9D 03 C4 30 B7 EB 95 4D 
144,20:30:39.305,0xB013CDBB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0D FF 00 D6 0C ED 0D E6 
145,20:30:39.305,0xB013CDBC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 24 89 6E A7 CE DA D2 1C 
146,20:30:39.305,0xB013CDBD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E2 7B C3 74 8E DE F7 70 
147,20:30:39.305,0xB013CDBE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 33 69 D0 B1 F2 A0 2E C0 
148,20:30:39.305,0xB013CDBF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DB 95 76 60 B4 02 16 1C 
149,20:30:39.305,0xB013CDC1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 20 96 70 2E F2 F7 F6 6E 
150,20:30:39.305,0xB013CDC2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 49 04 B8 9F 3F 7D B4 91 
151,20:30:39.305,0xB013CDC3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5E FA 6D E7 6A 0C CB C3 
152,20:30:39.305,0xB013CDC4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5A 93 93 8D 93 69 3D CF 
153,20:30:39.305,0xB013CDC5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 16 45 C6 6B A6 75 BD CE 
154,20:30:39.305,0xB013CDC6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4C 00 2C D0 A3 0E C1 B7 
155,20:30:39.305,0xB013CDC7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 22 12 59 B7 07 58 DB C9 
156,20:30:39.305,0xB013CDC9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 42 ED B4 0D 58 EF 6B 71 
157,20:30:39.305,0xB013CDCA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A8 12 17 94 93 94 18 CD 
158,20:30:39.305,0xB013CDCB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E0 07 78 6D 76 A0 2A 52 
159,20:30:39.305,0xB013CDCC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 25 C9 25 E6 C4 F6 FC B8 
160,20:30:39.305,0xB013CDCD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 27 89 8F 84 0D 07 13 AE 
161,20:30:39.305,0xB013CDCE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 44 FD 4C F6 FB 96 D8 6D 
162,20:30:39.305,0xB013CDCF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F6 D7 BB 9A 0F A3 C5 C6 
163,20:30:39.305,0xB013CDD1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0D 7F 03 8B F1 D8 7F 0E 
164,20:30:39.305,0xB013CDD2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5E 1A 73 61 25 09 CE 73 
165,20:30:39.305,0xB013CDD3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B5 0C 11 F1 29 C3 CB 88 
166,20:30:39.305,0xB013CDD4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 29 4F 88 AF E6 6A 11 71 
167,20:30:39.305,0xB013CDD5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DF 43 41 CB C1 2A 40 04 
168,20:30:39.305,0xB013CDD6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6A 08 42 83 85 86 67 E2 
169,20:30:39.305,0xB013CDD7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 58 B0 46 E0 1B 8E 9A E9 
170,20:30:39.305,0xB013CDD9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 99 55 C3 19 7D 9E 7B 66 
171,20:30:39.305,0xB013CDDA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2E 5E FA 3F 66 A7 88 94 
172,20:30:39.305,0xB013CDDB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D2 56 A0 A0 48 49 30 14 
173,20:30:39.305,0xB013CDDC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B3 5C 11 0C E4 FB F0 AC 
174,20:30:39.305,0xB013CDDD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 14 FD 4E E4 0B EE 63 AB 
175,20:30:39.305,0xB013CDDE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A8 04 06 24 CB 4F E3 6D 
176,20:30:39.305,0xB013CDDF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B7 33 D6 A6 0A 55 98 90 
177,20:30:39.305,0xB013CDE1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B1 66 23 CA 3D AD CA 83 
178,20:30:39.305,0xB013CDE2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3C 3D DB D6 34 A5 46 65 
179,20:30:39.305,0xB013CDE3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 E4 49 0A 24 B9 13 B7 
180,20:30:39.305,0xB013CDE4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E0 09 3B 1D EF DF 38 A4 
181,20:30:39.305,0xB013CDE5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 53 0A 0A 04 08 21 52 5E 
182,20:30:39.305,0xB013CDE6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 50 0C 0E 65 33 E6 D8 6D 
183,20:30:39.305,0xB013CDE7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 93 A4 F6 6A 41 28 52 4A 
184,20:30:39.305,0xB013CDE9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 21 49 2C 1C 6A 7E D7 9B 
185,20:30:39.305,0xB013CDEA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C7 97 E2 BB 31 4B 04 3F 
186,20:30:39.305,0xB013CDEB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9E EC 2F 4E BF 08 05 3F 
187,20:30:39.305,0xB013CDEC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CB 8E F4 9A 38 8A 4B A3 
188,20:30:39.305,0xB013CDED,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 95 29 C2 81 63 A2 5B 63 
189,20:30:39.305,0xB013CDEE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DE 5C 37 7B 4D 29 56 55 
190,20:30:39.305,0xB013CDEF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 29 2A 59 2B 30 0C 0B D8 
191,20:30:39.305,0xB013CDF0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3B 08 E9 D0 3C D7 24 9C 
192,20:30:39.305,0xB013CDF2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 31 4B 28 20 8F 08 39 89 
193,20:30:39.305,0xB013CDF3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 15 9A 0F 77 E3 41 40 A0 
194,20:30:39.305,0xB013CDF4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AA 40 01 D4 EC 45 C6 E7 
195,20:30:39.305,0xB013CDF5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0A 09 48 97 2E FB EF DC 
196,20:30:39.305,0xB013CDF6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D5 10 84 A9 86 22 86 75 
197,20:30:39.305,0xB013CDF7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5F DD CE D5 D8 88 CA 90 
198,20:30:39.305,0xB013CDF8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E3 2D 4B 00 D8 96 64 E8 
199,20:30:39.305,0xB013CDFA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0C A0 C0 30 C6 D7 8F 5B 
200,20:30:39.305,0xB013CDFB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F1 31 49 2A 29 4A 85 C6 
201,20:30:39.305,0xB013CDFC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C3 0D 3C C6 B5 2F 12 90 
202,20:30:39.305,0xB013CDFD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1A 04 52 73 78 92 C1 40 
203,20:30:39.305,0xB013CDFE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C7 88 FD D0 00 A5 32 89 
204,20:30:39.305,0xB013CDFF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F5 A0 B8 56 74 16 1E 20 
205,20:30:39.305,0xB013CE00,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EC E2 41 9F 7D B8 73 AA 
206,20:30:39.305,0xB013CE02,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B9 DA 9F E1 70 70 CE 1E 
207,20:30:39.305,0xB013CE03,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D7 F3 70 8A B3 05 C9 20 
208,20:30:39.305,0xB013CE04,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 04 96 25 5B 0F 2F BD EA 
209,20:30:39.305,0xB013CE05,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1D 94 00 9E 67 58 D4 8E 
210,20:30:39.305,0xB013CE06,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BF F6 B1 27 E2 95 8A E8 
211,20:30:39.305,0xB013CE07,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BE C3 85 06 A2 46 10 48 
212,20:30:39.305,0xB013CE09,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BB 8D C9 9F BF 97 65 D2 
