序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,Data
570,20:30:40.115,0xB013EE19,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 12 0C 58 74 D3 CD ED 33 
571,20:30:40.115,0xB013EE1B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 31 60 1F 68 7F 5E 3C A8 
572,20:30:40.115,0xB013EE1C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D5 7C 5C 14 7C D0 70 D7 
573,20:30:40.115,0xB013EE1D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 04 8B 79 83 B9 A7 50 2A 
574,20:30:40.115,0xB013EE1E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 B4 EB 37 D8 50 C5 C3 
575,20:30:40.115,0xB013EE1F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 A0 B2 4A 54 A0 71 1D 
576,20:30:40.115,0xB013EE20,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 93 27 79 D4 DE 1B AB 74 
577,20:30:40.115,0xB013EE21,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E7 96 B7 DF CC D6 66 CC 
578,20:30:40.115,0xB013EE23,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3F 67 DB CA 83 49 5E 1A 
579,20:30:40.115,0xB013EE24,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B1 8B 33 C6 D7 DE BC 70 
580,20:30:40.115,0xB013EE25,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6C CA 36 2F 61 3A 4F AF 
581,20:30:40.115,0xB013EE26,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 94 90 1F 32 93 24 58 36 
582,20:30:40.115,0xB013EE27,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0F CA 01 DE AC 83 9D 6A 
583,20:30:40.115,0xB013EE28,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4A 52 89 20 24 1B 24 BF 
584,20:30:40.115,0xB013EE29,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0B D6 B4 29 7E 11 88 90 
585,20:30:40.115,0xB013EE2B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4A A2 87 01 9D 4A 88 E0 
586,20:30:40.115,0xB013EE2C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 FA 30 20 51 C4 29 72 
587,20:30:40.115,0xB013EE2D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4C A4 A5 39 4A 14 EA 5C 
588,20:30:40.115,0xB013EE2E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DD C7 0E B1 55 2B 4A D5 
589,20:30:40.115,0xB013EE2F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 28 A9 21 20 39 26 5E E9 
590,20:30:40.115,0xB013EE30,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 42 88 50 04 B2 40 78 7F 
591,20:30:40.115,0xB013EE31,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 18 89 07 72 F3 DF 3B DA 
592,20:30:40.115,0xB013EE32,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E6 22 CE C7 DF 87 4A 47 
593,20:30:40.115,0xB013EE34,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 95 04 70 C2 12 92 16 4E 
594,20:30:40.115,0xB013EE35,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 39 F5 FC D3 29 69 52 42 
595,20:30:40.115,0xB013EE36,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3A 19 FE 35 00 CA AF 98 
596,20:30:40.386,0xB013F811,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 29 80 50 B8 6F B7 22 D6 
597,20:30:40.386,0xB013F812,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B5 73 A7 0C BB 03 FF 00 
598,20:30:40.386,0xB013F813,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B7 57 A0 BB A9 4E C9 0E 
599,20:30:40.386,0xB013F814,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 24 10 02 81 05 86 B1 30 
600,20:30:40.386,0xB013F815,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 28 E2 27 10 AD 2E 97 C1 
601,20:30:40.386,0xB013F816,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 28 48 F0 B0 1E DC 4F BE 
602,20:30:40.386,0xB013F818,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 91 0E 40 9F DF EB 5A 65 
603,20:30:40.386,0xB013F819,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A0 FC C7 32 40 F9 65 43 
604,20:30:40.386,0xB013F81A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EB 25 F9 31 E3 CE 69 90 
605,20:30:40.386,0xB013F81B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1F E2 92 A5 03 FF 00 8D 
606,20:30:40.386,0xB013F81C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 27 C4 15 C1 27 0C 7F B8 
607,20:30:40.386,0xB013F81D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 83 33 14 5C B0 FC FF 00 
608,20:30:40.386,0xB013F81E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 78 FA 7A F7 C0 1B E1 30 
609,20:30:40.386,0xB013F820,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3F F2 12 90 A1 91 45 C9 
610,20:30:40.386,0xB013F821,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 09 F2 D0 D6 93 F1 1F 0D 
611,20:30:40.386,0xB013F822,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 42 C3 0D 0F 02 76 E5 EF 
612,20:30:40.386,0xB013F823,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 52 7E 23 08 E5 25 FE 66 
613,20:30:40.386,0xB013F824,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 29 2D 95 92 2C E6 3F 1A 
614,20:30:40.386,0xB013F825,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 04 A1 41 2A 77 49 1F E9 
615,20:30:40.386,0xB013F827,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0F 0E 55 10 A5 FC D5 9B 
616,20:30:40.386,0xB013F828,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 09 19 9A E2 EE DA FA 50 
617,20:30:40.386,0xB013F829,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8D FB 76 AB A9 82 20 BA 
618,20:30:40.386,0xB013F82A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D8 14 48 2C 09 20 07 A9 
619,20:30:40.386,0xB013F82B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 88 B8 90 74 BC CB 79 E9 
620,20:30:40.386,0xB013F82C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BF 31 BF 2A 06 05 1F 31 
621,20:30:40.386,0xB013F82D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 80 F7 1C 36 1C E8 28 18 
622,20:30:40.386,0xB013F82F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 79 E0 FD FA 57 2F 33 A4 
623,20:30:40.386,0xB013F830,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7C 24 97 24 EB D8 F4 A2 
624,20:30:40.386,0xB013F831,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4E 57 72 49 52 76 DF F2 
625,20:30:40.386,0xB013F832,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 36 21 FB BD D8 11 29 24 
626,20:30:40.386,0xB013F833,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 11 94 C8 E9 BE DE 6D C2 
627,20:30:40.386,0xB013F834,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A2 95 28 E5 B3 CC 0E FF 
628,20:30:40.386,0xB013F835,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 29 4B 2B 2A 61 51 9C EE 
629,20:30:40.386,0xB013F836,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D4 16 21 25 09 72 7F F5 
630,20:30:40.386,0xB013F838,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4E 4C A4 94 87 89 63 C5 
631,20:30:40.386,0xB013F839,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 E7 FB F6 AE C5 C2 70 
632,20:30:40.386,0xB013F83A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A0 38 B8 E0 1F A9 3C 9B 
633,20:30:40.386,0xB013F83B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FA 1F 09 24 72 F6 93 F6 
634,20:30:40.386,0xB013F83C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BA 31 D0 F7 A7 40 01 C3 
635,20:30:40.386,0xB013F83D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 98 9F 11 7E C8 E9 DB D7 
636,20:30:40.386,0xB013F83E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EC D6 3D 28 02 52 52 E4 
637,20:30:40.386,0xB013F840,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6C A8 C8 A0 49 0A 25 D2 
638,20:30:40.386,0xB013F841,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 58 9E 3C 44 BB A4 96 CC 
639,20:30:40.386,0xB013F842,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E1 7F 67 9A 6C AE B2 70 
640,20:30:40.386,0xB013F843,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 29 5D 9C 29 A0 88 0F 
641,20:30:40.386,0xB013F844,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E7 0B 1F 53 31 62 1B C3 
642,20:30:40.386,0xB013F845,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EF 3C 3B 66 31 5A 1B 2A 
643,20:30:40.386,0xB013F846,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DE E0 D2 84 A4 BA 94 58 
644,20:30:40.386,0xB013F847,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 27 E9 03 51 D3 53 0C 74 
645,20:30:40.386,0xB013F849,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C9 DE 91 40 A1 2C A2 12 
646,20:30:40.386,0xB013F84A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9B 08 31 05 45 FF 00 F6 
647,20:30:40.386,0xB013F84B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 97 2A 08 14 14 A8 90 A7 
648,20:30:40.386,0xB013F84C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F1 41 9D 60 98 29 0E C5 
649,20:30:40.386,0xB013F84D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A2 2D 40 EA 5E 44 3A 6F 
650,20:30:40.386,0xB013F84E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 91 B8 67 12 F3 1F C6 A0 
651,20:30:40.386,0xB013F84F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CB 4E 1F 8A F3 D9 E5 2E 
652,20:30:40.386,0xB013F851,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 68 FC 6D F9 D6 B3 05 1C 
653,20:30:40.386,0xB013F852,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5C B0 0F 71 BE 81 9B 95 
654,20:30:40.386,0xB013F853,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BE 19 4A 58 C4 5E 20 09 
655,20:30:40.386,0xB013F854,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3B F2 A2 49 56 28 61 94 
656,20:30:40.386,0xB013F855,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9C 99 00 AA 18 3E A7 B8 
657,20:30:40.386,0xB013F856,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E5 27 C2 E5 64 58 F3 0F 
658,20:30:40.386,0xB013F857,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 38 E7 ED 17 E7 14 E8 2A 
659,20:30:40.386,0xB013F859,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9C A6 54 A4 B3 4B 8E 3A 
660,20:30:40.386,0xB013F85A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BD 76 D6 95 61 F2 00 40 
661,20:30:40.386,0xB013F85B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 4F BF F1 F7 A5 7C 81 
662,20:30:40.386,0xB013F85C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4E 1C 31 81 1B 4E A3 B9 
663,20:30:40.386,0xB013F85D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CE 0E 28 48 C3 C5 29 29 
664,20:30:40.386,0xB013F85E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D6 EA DE C6 AA 20 A1 E2 
665,20:30:40.386,0xB013F85F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 89 C8 01 25 24 9B 70 9D 
666,20:30:40.386,0xB013F861,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 50 59 2C 54 1D 80 B1 17 
667,20:30:40.386,0xB013F862,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C7 B7 E7 D8 4D 59 12 53 
668,20:30:40.386,0xB013F863,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 81 20 48 D3 8F 5D 45 C0 
669,20:30:40.386,0xB013F864,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 48 E1 E7 53 64 90 90 8F 
670,20:30:40.386,0xB013F865,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 09 5A 94 0B A0 FD 2F A0 
671,20:30:40.386,0xB013F866,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 06 47 FA 89 D7 57 AC C5 
672,20:30:40.386,0xB013F867,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EA 96 B0 8F 43 A6 B1 41 
673,20:30:40.386,0xB013F869,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A6 AB 0C C2 12 8B 0D 48 
674,20:30:40.386,0xB013F86A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6F C0 71 7F 30 F4 85 DF 
675,20:30:40.386,0xB013F86B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3B EB C5 EA C5 72 09 03 
676,20:30:40.386,0xB013F86C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 41 92 4A 54 61 C4 47 26 
677,20:30:40.386,0xB013F86D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6A AB A0 A5 49 54 BB 17 
678,20:30:40.386,0xB013F86E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 30 D2 8C 45 A5 58 98 A7 
679,20:30:40.386,0xB013F86F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 18 16 BA 74 B9 9D F6 A0 
680,20:30:40.386,0xB013F871,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B1 E4 EE 35 E5 CE BD 2C 
681,20:30:40.386,0xB013F872,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 11 18 88 52 C1 F8 70 00 
682,20:30:40.386,0xB013F873,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AD 09 C5 7C 3F 90 B4 E6 
683,20:30:40.386,0xB013F874,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3B 47 9E 8F 7C E9 18 A9 
684,20:30:40.386,0xB013F875,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D6 7F 87 CB 86 A5 AB E5 
685,20:30:40.386,0xB013F876,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B8 8A C3 28 00 BA AC C5 
686,20:30:40.386,0xB013F877,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 49 01 AE 5A 77 3A 50 1C 
687,20:30:40.386,0xB013F879,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 E5 48 D7 0D 66 CB 20 
688,20:30:40.386,0xB013F87A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A6 A1 89 89 88 83 84 BC 
689,20:30:40.386,0xB013F87B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 38 69 4A D4 16 32 A4 66 
690,20:30:40.386,0xB013F87C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 87 1B 19 21 65 68 19 50 
691,20:30:40.386,0xB013F87D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F9 FA D5 91 8A 92 80 12 
692,20:30:40.386,0xB013F87E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FB 3F BC F0 A0 18 78 69 
693,20:30:40.386,0xB013F87F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 20 B8 FF 00 DB 4B 77 CA 
694,20:30:40.386,0xB013F881,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 48 29 66 21 A7 F0 24 3D 
695,20:30:40.386,0xB013F882,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DF 6A 8E 24 95 14 87 16 
696,20:30:40.386,0xB013F883,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9C 58 70 F5 DA 88 F9 60 
697,20:30:40.386,0xB013F884,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4F 11 39 D9 64 B1 4C 73 
698,20:30:40.386,0xB013F885,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 89 2C FF 00 8B D2 0F 0E 
699,20:30:40.386,0xB013F886,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 95 6B 4E 56 67 52 48 0E 
700,20:30:40.386,0xB013F887,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 02 36 34 10 18 96 10 6C 
701,20:30:40.386,0xB013F888,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 99 94 90 43 13 73 A8 9E 
702,20:30:40.386,0xB013F88A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B0 23 BD 1E 28 39 45 25 
703,20:30:40.386,0xB013F88B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8F 8C 32 94 12 D7 81 3B 
704,20:30:40.386,0xB013F88C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AD 7F 2D 43 0D 27 33 A6 
705,20:30:40.386,0xB013F88D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C5 02 13 95 C0 2E 41 36 
706,20:30:40.386,0xB013F88E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6D 75 BD 03 84 15 31 48 
707,20:30:40.386,0xB013F88F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1D 29 8A 89 51 51 00 33 
708,20:30:40.386,0xB013F890,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 84 37 62 95 A4 12 48 BD 
709,20:30:40.386,0xB013F892,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 69 E5 CB A4 C9 F9 4E A4 
710,20:30:40.386,0xB013F893,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 40 50 0A 0C 77 B8 6D 4F 
711,20:30:40.386,0xB013F894,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 E1 F6 93 ED 69 14 C4 
712,20:30:40.657,0xB0140307,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E3 B7 73 33 54 43 80 4A 
713,20:30:40.657,0xB0140308,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 88 76 25 20 EF B8 D3 4F 
714,20:30:40.657,0xB0140309,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CA 93 E3 62 C5 88 02 6F 
715,20:30:40.657,0xB014030A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 77 E7 AA 24 00 5C 00 49 
716,20:30:40.657,0xB014030B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3B ED 8D 43 E1 BF E4 08 
717,20:30:40.657,0xB014030C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C7 7B FF 00 6A 42 72 E6 
718,20:30:40.657,0xB014030E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 92 42 C3 8F FB 06 11 
719,20:30:40.657,0xB014030F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AE 5C A1 41 DB 32 58 6F 
720,20:30:40.657,0xB0140310,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 77 3A 72 E0 3F 51 34 70 
721,20:30:40.657,0xB0140311,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 60 F1 18 01 30 E3 42 7F 
722,20:30:40.657,0xB0140312,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2C 81 29 F1 28 17 67 02 
723,20:30:40.657,0xB0140313,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FD 2A 85 4B 39 C2 8E 67 
724,20:30:40.657,0xB0140315,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 50 50 70 07 03 E9 FB A3 
725,20:30:40.657,0xB0140316,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C3 9D F6 F5 E5 40 B8 A9 
726,20:30:40.657,0xB0140317,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 68 F5 DE C2 A4 42 4A 80 
727,20:30:40.657,0xB0140318,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 82 62 21 9F CB CB 48 7D 
728,20:30:40.657,0xB0140319,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D6 4C 34 0D 49 6E FD AF 
729,20:30:40.657,0xB014031A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2D 27 F5 51 56 1E 1A C2 
730,20:30:40.657,0xB014031B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 53 44 8B F4 37 B1 9A D1 
731,20:30:40.657,0xB014031C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E9 2E 0F 93 F0 6D AD 16 
732,20:30:40.657,0xB014031E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 44 EC 78 E9 E7 14 81 23 
733,20:30:40.657,0xB014031F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3C 86 2D C3 7B C7 DF 8E 
734,20:30:40.657,0xB0140320,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 92 63 99 D9 A7 AD 06 A4 
735,20:30:40.657,0xB0140321,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DE 8D 63 C2 A4 9C 55 E2 
736,20:30:40.657,0xB0140322,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A2 A2 16 4A 92 95 65 0A 
737,20:30:40.657,0xB0140323,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 15 03 1A CF 2F E3 6B 40 
738,20:30:40.657,0xB0140324,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FE 6D 53 CC 9C C4 28 65 
739,20:30:40.657,0xB0140325,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 35 36 54 9C C5 C5 FF 00 
740,20:30:40.657,0xB0140327,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BB 0D 9B 60 18 6D BE DD 
741,20:30:40.657,0xB0140328,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 09 09 0A 50 D2 79 9D 5B 
742,20:30:40.657,0xB0140329,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3D 45 04 C0 5A 49 F1 02 
743,20:30:40.657,0xB014032A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D9 CB DC 73 A4 50 C3 3E 
744,20:30:40.657,0xB014032B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 16 04 6B 3A F3 F5 DE 91 
745,20:30:40.657,0xB014032C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 27 31 75 A5 4A E5 6B 9B 
746,20:30:40.657,0xB014032D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 41 7B 75 3C 9F 57 A0 52 
747,20:30:40.657,0xB014032F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 99 57 19 88 48 37 E0 48 
748,20:30:40.657,0xB0140330,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0A 81 4B 24 A5 24 3A 9A 
749,20:30:40.657,0xB0140331,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 9B 5C C3 4F 6B 0D 69 
750,20:30:40.657,0xB0140332,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 72 8E BB 57 29 D4 73 B3 
751,20:30:40.657,0xB0140333,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8E C7 1A 24 82 66 E6 08 
752,20:30:40.657,0xB0140334,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 42 98 28 00 C0 DC 83 A0 
753,20:30:40.657,0xB0140335,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 44 BE CA C8 60 0E 21 48 
754,20:30:40.657,0xB0140337,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 05 F1 71 30 BE 1B 07 11 
755,20:30:40.657,0xB0140338,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E3 A9 CB 61 B2 94 0C 12 
756,20:30:40.657,0xB0140339,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D3 7C 32 CE 12 8A F1 43 
757,20:30:40.657,0xB014033A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5C EC 39 37 E2 82 D9 C8 
758,20:30:40.657,0xB014033B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 25 24 80 00 3D 75 03 F7 
759,20:30:40.657,0xB014033C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DF A9 A0 B1 F3 54 30 F0 
760,20:30:40.657,0xB014033D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 26 07 C4 06 42 80 50 3E 
761,20:30:40.657,0xB014033F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 49 56 09 87 17 57 17 D4 
762,20:30:40.657,0xB0140340,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 86 0E 92 CE C6 C4 DB 7E 
763,20:30:40.657,0xB0140341,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F2 A6 51 42 C1 72 4A 85 
764,20:30:40.657,0xB0140342,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 88 CA 53 24 B6 8F 6E E5 
765,20:30:40.657,0xB0140343,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 84 93 24 BB 4C DC DD E7 
766,20:30:40.657,0xB0140344,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 A4 84 92 54 43 98 20 
767,20:30:40.657,0xB0140345,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BC 45 4F 0C E0 0D 84 DA 
768,20:30:40.657,0xB0140347,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B7 2D 98 FB 53 A7 2B 90 
769,20:30:40.657,0xB0140348,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0C 06 31 EA 7B BA 29 2A 
770,20:30:40.657,0xB0140349,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E6 70 C0 17 04 5D C3 45 
771,20:30:40.657,0xB014034A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FD A6 83 F3 73 05 78 4B 
772,20:30:40.657,0xB014034B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DF 7D 61 E7 5E CD 12 21 
773,20:30:40.657,0xB014034C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 75 DF 9F 29 AE 92 B2 54 
774,20:30:40.657,0xB014034D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 94 85 66 0B 53 87 72 AB 
775,20:30:40.657,0xB014034E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 03 50 1C 80 D1 C3 EC FA 
776,20:30:40.657,0xB0140350,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 52 99 30 5D F8 77 CA 82 
777,20:30:40.657,0xB0140351,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7B F2 A5 28 50 F1 66 0C 
778,20:30:40.657,0xB0140352,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 72 B3 95 33 1F 3B 8B B7 
