序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,Data
67,16:59:14.613,0x2CED7DFD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2F 48 59 2B 7A 73 65 6A 
68,16:59:14.613,0x2CED7E08,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 65 77 71 61 37 71 4A 
69,16:59:14.613,0x2CED7E13,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4E 6A 55 72 2B 71 77 50 
70,16:59:14.613,0x2CED7E1D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2B 39 72 74 56 71 64 39 
71,16:59:14.613,0x2CED7E28,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5A 58 6F 79 66 34 4A 4A 
72,16:59:14.613,0x2CED7E33,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2F 2B 7A 6E 39 54 65 36 
73,16:59:14.613,0x2CED7E3E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 58 38 38 48 73 39 34 34 
74,16:59:14.613,0x2CED7E49,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4C 42 56 50 4F 48 2F 52 
75,16:59:14.613,0x2CED7E54,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4A 65 71 0A 4A 44 37 37 
76,16:59:14.613,0x2CED7E5F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 64 59 66 46 35 61 6A 69 
77,16:59:14.613,0x2CED7E6A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 76 36 36 52 31 39 34 2F 
78,16:59:14.613,0x2CED7E75,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 61 64 4E 61 61 32 39 76 
79,16:59:14.613,0x2CED7E80,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 32 65 38 65 58 31 39 
80,16:59:14.613,0x2CED7E8B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 61 32 31 39 76 37 2B 
81,16:59:14.613,0x2CED7E96,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2F 67 45 6D 38 57 36 4A 
82,16:59:14.613,0x2CED7EA1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 52 74 35 6D 68 47 38 6C 
83,16:59:14.613,0x2CED7EAC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 73 32 6E 63 71 72 2B 71 
84,16:59:14.613,0x2CED7EB7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 58 57 76 6E 74 4F 50 2F 
85,16:59:14.613,0x2CED7EC2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0A 4A 66 67 71 50 43 70 
86,16:59:14.613,0x2CED7ECD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 39 54 2F 4B 57 5A 43 58 
87,16:59:14.613,0x2CED7ED8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4A 75 50 54 52 37 36 58 
88,16:59:14.613,0x2CED7EE3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 78 2F 70 31 53 36 59 33 
89,16:59:14.613,0x2CED7EEE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7A 49 4D 6C 67 47 76 50 
90,16:59:14.613,0x2CED7EF9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 39 2F 66 30 4D 6E 6D 54 
91,16:59:14.613,0x2CED7F04,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7A 64 47 32 39 58 72 66 
92,16:59:14.643,0x2CED7F0F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 56 61 74 57 75 72 71 37 
93,16:59:14.643,0x2CED7F1A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 36 39 2F 58 31 64 62 75 
94,16:59:14.643,0x2CED7F25,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2B 76 75 36 2F 0A 56 36 
95,16:59:14.643,0x2CED7F30,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 74 56 32 32 77 32 62 62 
96,16:59:14.643,0x2CED7F3B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 56 61 74 64 76 62 32 37 
97,16:59:14.643,0x2CED7F46,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5A 65 72 39 74 6D 73 32 
98,16:59:14.643,0x2CED7F51,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6C 58 56 31 66 74 35 75 
99,16:59:14.643,0x2CED7F5C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 61 6D 33 64 7A 63 74 4E 
100,16:59:14.643,0x2CED7F67,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 31 75 31 2F 2F 50 38 39 
101,16:59:14.643,0x2CED7F72,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 79 75 72 36 2F 62 4E 45 
102,16:59:14.643,0x2CED7F7D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 30 64 6C 74 5A 61 75 37 
103,16:59:14.643,0x2CED7F88,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 36 2B 50 6F 50 33 2F 66 
104,16:59:14.643,0x2CED7F93,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 39 0A 50 54 30 39 74 
105,16:59:14.643,0x2CED7F9E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 66 33 39 2F 62 34 2B 
106,16:59:14.643,0x2CED7FA9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4E 67 4F 68 30 50 37 36 
107,16:59:14.643,0x2CED7FB4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 61 65 66 32 74 65 76 58 
108,16:59:14.643,0x2CED7FBF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 37 76 75 72 39 66 72 49 
109,16:59:14.643,0x2CED7FCA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 65 32 6B 53 38 4A 72 74 
110,16:59:14.643,0x2CED7FD5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 56 71 31 61 5A 70 36 75 
111,16:59:14.643,0x2CED7FE0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 6D 61 32 73 33 4E 54 
112,16:59:14.643,0x2CED7FEB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5A 75 6D 71 61 31 57 71 
113,16:59:14.643,0x2CED7FF6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 33 5A 39 66 64 32 4F 0A 
114,16:59:14.643,0x2CED8001,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 78 32 4F 37 75 72 72 71 
115,16:59:14.643,0x2CED800C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 75 4B 76 64 79 38 74 4C 
116,16:59:14.643,0x2CED8017,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6D 36 61 70 58 56 31 64 
117,16:59:14.643,0x2CED8022,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 74 64 66 58 31 2F 62 33 
118,16:59:14.643,0x2CED802D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 76 2F 2B 39 48 51 36 48 
119,16:59:14.643,0x2CED8038,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 74 6C 36 76 4F 36 30 49 
120,16:59:14.673,0x2CED8043,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6C 39 75 75 70 4E 63 71 
121,16:59:14.673,0x2CED804E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 53 61 5A 63 39 69 6F 66 
122,16:59:14.673,0x2CED8059,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 74 4B 53 6A 62 46 2F 35 
123,16:59:14.673,0x2CED8064,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6D 30 75 4B 0A 31 32 4F 
124,16:59:14.673,0x2CED806F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 37 6B 66 53 2B 45 6E 
125,16:59:14.673,0x2CED807A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4F 31 75 74 31 32 2B 31 
126,16:59:14.673,0x2CED8085,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 5A 7A 62 38 65 44 78 
127,16:59:14.673,0x2CED8090,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 2B 79 57 61 4F 39 30 
128,16:59:14.673,0x2CED809B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 34 6E 6E 77 41 59 5A 72 
129,16:59:14.673,0x2CED80A6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6E 75 57 30 32 6D 31 37 
130,16:59:14.673,0x2CED80B1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2F 36 75 71 71 30 31 56 
131,16:59:14.673,0x2CED80BC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 31 4E 35 76 4E 6D 66 78 
132,16:59:14.673,0x2CED80C7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 70 76 4E 76 62 32 2F 62 
133,16:59:14.673,0x2CED80D2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 0A 39 74 62 48 6C 42 
134,16:59:14.673,0x2CED80DD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 79 73 31 2B 73 2B 6C 6E 
135,16:59:14.673,0x2CED80E8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 35 54 72 6A 53 2B 62 4C 
136,16:59:14.673,0x2CED80F3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4C 4B 2B 2F 74 37 78 30 
137,16:59:14.673,0x2CED80FD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 34 62 54 61 62 74 6C 
138,16:59:14.673,0x2CED8108,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 36 76 32 33 61 37 62 59 
139,16:59:14.673,0x2CED8113,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 44 6F 59 2F 31 2F 76 
140,16:59:14.673,0x2CED811E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 37 65 58 6C 39 66 32 7A 
141,16:59:14.673,0x2CED8129,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7A 50 5A 2B 31 55 4A 46 
142,16:59:14.673,0x2CED8134,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 54 4E 48 56 39 0A 57 
143,16:59:14.673,0x2CED813F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 61 31 57 37 65 6E 70 71 
144,16:59:14.673,0x2CED814A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 63 74 76 61 36 33 72 31 
145,16:59:14.673,0x2CED8155,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 33 71 39 62 75 76 31 75 
146,16:59:14.673,0x2CED8160,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 72 32 2B 76 6E 59 61 61 
147,16:59:14.703,0x2CED816B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7A 7A 4A 71 33 52 59 65 
148,16:59:14.703,0x2CED8176,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 46 45 6D 33 41 36 51 6A 
149,16:59:14.703,0x2CED8181,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 34 6F 70 69 4F 2F 78 65 
150,16:59:14.703,0x2CED818C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 47 78 76 62 32 2B 64 62 
151,16:59:14.703,0x2CED8197,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2B 70 58 73 46 31 64 58 
152,16:59:14.703,0x2CED81A2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 56 32 0A 30 6B 48 68 
153,16:59:14.703,0x2CED81AD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4B 44 6C 69 32 35 65 58 
154,16:59:14.703,0x2CED81B8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6C 2F 62 32 39 74 62 65 
155,16:59:14.703,0x2CED81C3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 33 74 35 36 2F 34 4A 62 
156,16:59:14.703,0x2CED81CE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4E 6D 65 31 57 6E 55 5A 
157,16:59:14.703,0x2CED81D9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4F 68 77 4F 37 66 33 39 
158,16:59:14.703,0x2CED81E4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 76 65 76 77 50 4D 39 74 
159,16:59:14.703,0x2CED81EF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 76 39 39 33 57 73 6B 2F 
160,16:59:14.703,0x2CED81FA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 36 70 37 47 65 58 39 2F 
161,16:59:14.703,0x2CED8205,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 39 66 58 31 78 31 2F 
162,16:59:14.703,0x2CED8210,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0A 77 66 66 2B 2F 74 35 
163,16:59:14.703,0x2CED821B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6A 6B 75 50 78 32 50 6D 
164,16:59:14.703,0x2CED8226,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 69 62 39 4B 49 76 6C 6C 
165,16:59:14.703,0x2CED8231,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 74 55 6C 46 64 33 56 64 
166,16:59:14.703,0x2CED823C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2F 77 6C 63 34 61 54 7A 
167,16:59:14.703,0x2CED8247,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4B 4C 6D 6B 73 4F 72 42 
168,16:59:14.703,0x2CED8252,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 58 5A 4D 63 69 76 65 
169,16:59:14.703,0x2CED825D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 7A 65 61 4D 5A 36 70 
170,16:59:14.703,0x2CED8268,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 50 2F 6C 58 78 57 75 55 
171,16:59:14.703,0x2CED8273,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 50 6B 2B 39 33 0A 4F 35 
172,16:59:14.703,0x2CED827E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4E 30 31 2B 32 51 30 38 
173,16:59:14.703,0x2CED8289,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 72 62 65 72 7A 39 2F 76 
174,16:59:14.703,0x2CED8294,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 34 2B 39 4E 76 36 70 67 
175,16:59:14.733,0x2CED829F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 74 37 4B 66 62 4E 4E 
176,16:59:14.733,0x2CED82AA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 63 44 79 5A 4C 36 35 55 
177,16:59:14.733,0x2CED82B5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 38 6B 49 36 4A 54 2F 
178,16:59:14.733,0x2CED82C0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 51 74 74 41 76 69 6A 61 
179,16:59:14.733,0x2CED82CB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 35 64 58 56 32 64 6A 58 
180,16:59:14.733,0x2CED82D6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 30 38 48 72 76 65 79 73 
181,16:59:14.733,0x2CED82E1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 35 49 0A 58 2B 68 6A 31 
182,16:59:14.733,0x2CED82EC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4E 2F 72 36 32 75 4D 4E 
183,16:59:14.733,0x2CED82F7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 31 77 76 70 66 76 79 70 
184,16:59:14.733,0x2CED8302,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 64 52 52 6C 39 56 4B 5A 
185,16:59:14.733,0x2CED830D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 75 55 6E 50 33 33 36 31 
186,16:59:14.733,0x2CED8318,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 48 61 37 58 64 74 73 4E 
187,16:59:14.733,0x2CED8323,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 75 33 75 37 71 37 37 64 
188,16:59:14.733,0x2CED832E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2B 6B 69 61 53 58 2F 4C 
189,16:59:14.733,0x2CED8339,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 64 39 39 50 42 37 62 31 
190,16:59:14.733,0x2CED8344,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 36 39 66 4F 31 37 36 0A 
191,16:59:14.733,0x2CED834F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6B 45 64 71 4C 7A 38 72 
192,16:59:14.733,0x2CED835A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 33 52 42 74 33 74 37 65 
193,16:59:14.733,0x2CED8365,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 76 76 37 65 2F 66 42 
194,16:59:14.733,0x2CED8370,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 74 43 66 69 46 2B 33 58 
195,16:59:14.733,0x2CED837B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 39 76 62 6D 63 7A 51 
196,16:59:14.733,0x2CED8386,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 64 6C 4E 50 71 4E 4E 76 
197,16:59:14.733,0x2CED8391,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 32 2F 64 42 6F 73 6D 
198,16:59:14.733,0x2CED839C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 56 53 77 6C 4F 42 58 6A 
199,16:59:14.733,0x2CED83A7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4B 50 59 52 6A 76 4D 38 
200,16:59:14.733,0x2CED83B2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 74 35 75 62 0A 6D 2F 62 
201,16:59:14.733,0x2CED83BD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 39 74 5A 31 2F 75 58 
202,16:59:14.764,0x2CED83C8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6C 70 66 2F 57 35 2F 58 
203,16:59:14.764,0x2CED83D3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 31 39 65 7A 2F 39 66 58 
204,16:59:14.764,0x2CED83DE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 31 6D 57 38 69 66 38 6C 
205,16:59:14.764,0x2CED83E9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 34 55 44 66 70 47 2F 
206,16:59:14.764,0x2CED83F4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 36 4D 4E 4A 57 2F 5A 41 
207,16:59:14.764,0x2CED83FF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4F 2B 6C 5A 35 65 33 76 
208,16:59:14.764,0x2CED8409,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 72 38 43 64 37 49 4A 6E 
209,16:59:14.764,0x2CED8414,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6B 2F 4B 75 31 39 75 47 
210,16:59:14.764,0x2CED841F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 33 0A 34 4E 6C 75 74 35 
211,16:59:14.764,0x2CED842A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 33 57 75 71 2F 59 53 54 
212,16:59:14.764,0x2CED8435,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 5A 39 59 72 38 54 44 
213,16:59:14.764,0x2CED8440,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 44 2F 61 7A 37 4A 66 
214,16:59:14.764,0x2CED844B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 56 44 75 74 45 2B 45 77 
215,16:59:14.764,0x2CED8456,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2F 53 51 50 4A 44 65 71 
216,16:59:14.764,0x2CED8461,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6B 76 74 30 66 2B 58 32 
217,16:59:14.764,0x2CED846C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4D 6B 4F 58 46 2F 34 66 
218,16:59:14.764,0x2CED8477,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 59 7A 66 54 74 64 33 4E 
219,16:59:14.764,0x2CED8482,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5A 56 5A 53 6D 47 0A 35 
220,16:59:14.764,0x2CED848D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 50 30 4B 42 2B 63 37 2B 
221,16:59:14.764,0x2CED8498,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 36 48 4F 2B 62 67 65 59 
222,16:59:14.764,0x2CED84A3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 37 4A 65 38 68 6E 65 4A 
223,16:59:14.764,0x2CED84AE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 74 46 35 46 4B 4F 6D 76 
224,16:59:14.764,0x2CED84B9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 70 78 2F 56 66 31 30 2F 
225,16:59:14.764,0x2CED84C4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 52 4A 63 4B 37 70 57 75 
226,16:59:14.764,0x2CED84CF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4C 75 65 2B 4C 6A 65 5A 
227,16:59:14.764,0x2CED84DA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 37 72 50 73 5A 5A 6F 77 
228,16:59:14.764,0x2CED84E5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 72 48 5A 5A 67 52 76 36 
229,16:59:14.793,0x2CED84F0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6D 4E 70 0A 62 70 44 71 
230,16:59:14.793,0x2CED84FB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 56 50 53 39 70 4C 39 4C 
231,16:59:14.793,0x2CED8506,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5A 50 76 66 4C 53 50 5A 
232,16:59:14.793,0x2CED8511,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 54 48 48 45 6B 6F 7A 2B 
233,16:59:14.793,0x2CED851C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 75 37 41 7A 39 70 44 4E 
234,16:59:14.793,0x2CED8527,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6F 58 31 4A 66 61 58 31 
235,16:59:14.793,0x2CED8532,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 74 55 76 47 54 4C 78 57 
236,16:59:14.793,0x2CED853D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 54 4B 43 34 68 59 55 30 
237,16:59:14.793,0x2CED8548,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 55 44 76 56 30 37 32 62 
238,16:59:14.793,0x2CED8553,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6D 35 74 65 6E 37 61 57 
239,16:59:14.793,0x2CED855E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0A 50 73 2F 58 71 65 54 
240,16:59:14.793,0x2CED8569,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 58 46 4F 50 75 64 72 74 
241,16:59:14.793,0x2CED8574,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 32 50 42 37 62 66 72 2F 
242,16:59:14.793,0x2CED857F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 76 76 6B 48 78 6B 50 6A 
