序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,Data
1533,13:36:11.684,0x8D03A3F,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 5A 63 6D 46 55 78 52 33 
1534,13:36:11.684,0x8D03A41,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 73 53 4F 35 59 47 41 6A 
1535,13:36:11.684,0x8D03A44,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 51 31 69 63 66 70 6A 46 
1536,13:36:11.684,0x8D03A47,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 38 6B 74 76 61 79 52 63 
1537,13:36:11.684,0x8D03A4A,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 78 57 4B 2B 43 45 45 37 
1538,13:36:11.684,0x8D03A4C,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 53 43 51 66 78 64 44 71 
1539,13:36:11.684,0x8D03A4F,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 37 76 48 76 77 56 4F 6B 
1540,13:36:11.684,0x8D03A52,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 7A 0A 4A 79 4D 61 54 37 
1541,13:36:11.684,0x8D03A55,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 75 42 52 58 4E 50 49 4B 
1542,13:36:11.684,0x8D03A57,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 73 4F 2B 32 4C 79 67 4C 
1543,13:36:11.684,0x8D03A5A,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 61 55 69 52 48 33 33 66 
1544,13:36:11.684,0x8D03A5D,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 76 39 2F 67 77 6D 77 61 
1545,13:36:11.684,0x8D03A60,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4D 46 6C 32 6E 36 6E 71 
1546,13:36:11.684,0x8D03A63,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 54 57 67 77 71 74 6E 52 
1547,13:36:11.684,0x8D03A65,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 39 39 52 68 6D 66 35 39 
1548,13:36:11.684,0x8D03A68,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4E 75 4C 43 61 41 56 59 
1549,13:36:11.684,0x8D03A6B,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 2F 6A 4D 36 6D 76 0A 50 
1550,13:36:11.684,0x8D03A6E,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 70 4F 76 6C 64 35 53 64 
1551,13:36:11.684,0x8D03A71,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 37 58 41 49 37 70 71 73 
1552,13:36:11.684,0x8D03A73,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 55 51 38 56 30 4A 44 31 
1553,13:36:11.684,0x8D03A76,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 79 51 7A 74 43 4F 63 44 
1554,13:36:11.684,0x8D03A79,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 46 42 58 79 55 63 75 4B 
1555,13:36:11.684,0x8D03A7C,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6C 50 50 78 43 2F 5A 48 
1556,13:36:11.684,0x8D03A7F,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 78 33 76 72 66 36 34 55 
1557,13:36:11.684,0x8D03A81,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4B 38 46 49 2B 35 4D 5A 
1558,13:36:11.684,0x8D03A84,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 68 4A 4E 59 33 6F 79 6D 
1559,13:36:11.684,0x8D03A87,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 75 4E 76 0A 74 39 76 32 
1560,13:36:11.684,0x8D03A8A,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 38 76 4A 79 74 75 74 66 
1561,13:36:11.684,0x8D03A8D,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 69 53 59 65 62 79 2F 62 
1562,13:36:11.684,0x8D03A8F,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 77 47 53 47 46 72 69 71 
1563,13:36:11.684,0x8D03A92,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 59 2F 68 49 65 34 32 35 
1564,13:36:11.684,0x8D03A95,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 32 57 7A 61 4E 4A 32 4F 
1565,13:36:11.684,0x8D03A98,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 71 36 63 63 2B 79 54 33 
1566,13:36:11.684,0x8D03A9B,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 65 50 78 2B 35 4B 72 6B 
1567,13:36:11.684,0x8D03A9D,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 52 52 4E 71 79 51 4A 33 
1568,13:36:11.684,0x8D03AA0,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 64 79 68 70 4C 58 6C 6B 
1569,13:36:11.684,0x8D03AA3,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 0A 37 4D 62 2F 79 5A 61 
1570,13:36:11.684,0x8D03AA6,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 70 58 42 4C 66 73 70 37 
1571,13:36:11.684,0x8D03AA8,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 62 74 62 54 41 34 6D 4F 
1572,13:36:11.684,0x8D03AAB,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6B 66 72 7A 50 55 61 6E 
1573,13:36:11.684,0x8D03AAE,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 75 4A 35 39 4B 66 46 4D 
1574,13:36:11.684,0x8D03AB1,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 63 34 37 41 79 6E 76 5A 
1575,13:36:11.684,0x8D03AB4,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 34 53 59 6C 58 6A 53 48 
1576,13:36:11.684,0x8D03AB6,ch1,接收,0x0100,数据帧,标准帧,0x06,x| 64 45 72 39 6B 75 
1577,13:36:11.713,0x8D03B31,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 42 2B 35 44 66 4C 36 6B 
1578,13:36:11.713,0x8D03B33,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6C 4D 2B 4E 46 45 6C 6A 
1579,13:36:11.713,0x8D03B34,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 66 32 36 6B 72 69 53 41 
1580,13:36:11.713,0x8D03B36,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 64 6F 30 50 55 6A 41 0A 
1581,13:36:11.713,0x8D03B37,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 68 31 54 55 42 33 58 4F 
1582,13:36:11.713,0x8D03B39,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 35 63 6B 54 6D 30 36 58 
1583,13:36:11.713,0x8D03B3A,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 35 41 39 6B 78 37 69 54 
1584,13:36:11.713,0x8D03B3C,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 58 67 38 4F 43 47 66 5A 
1585,13:36:11.713,0x8D03B3E,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 49 6C 31 37 65 58 6E 70 
1586,13:36:11.713,0x8D03B3F,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 78 30 46 79 74 7A 41 58 
1587,13:36:11.713,0x8D03B41,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 55 44 55 65 64 55 51 79 
1588,13:36:11.713,0x8D03B43,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 7A 59 6D 35 35 46 6E 36 
1589,13:36:11.713,0x8D03B46,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 72 6F 64 77 57 4E 77 66 
1590,13:36:11.713,0x8D03B49,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 73 56 54 2B 0A 56 7A 69 
1591,13:36:11.713,0x8D03B4C,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6C 42 41 4C 74 65 62 57 
1592,13:36:11.713,0x8D03B4E,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 41 34 48 49 68 6D 71 66 
1593,13:36:11.713,0x8D03B51,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 46 63 56 31 54 38 6C 36 
1594,13:36:11.713,0x8D03B54,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 36 79 6A 6D 4A 50 6B 70 
1595,13:36:11.713,0x8D03B57,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 75 6B 69 35 4B 35 4E 49 
1596,13:36:11.713,0x8D03B5A,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6D 36 37 66 36 5A 49 7A 
1597,13:36:11.713,0x8D03B5C,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 76 69 55 67 39 6F 4D 4A 
1598,13:36:11.713,0x8D03B5F,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 59 51 66 61 63 4E 46 61 
1599,13:36:11.713,0x8D03B62,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 66 36 73 50 70 6B 78 62 
1600,13:36:11.713,0x8D03B65,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 5A 0A 53 63 2F 56 61 6E 
1601,13:36:11.713,0x8D03B68,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 58 32 2B 67 34 75 7A 49 
1602,13:36:11.713,0x8D03B6A,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 76 66 6B 6B 6D 64 56 72 
1603,13:36:11.713,0x8D03B6D,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 46 65 72 2F 74 44 64 4A 
1604,13:36:11.713,0x8D03B70,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 51 2F 74 33 75 6B 71 79 
1605,13:36:11.713,0x8D03B73,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 66 73 70 2B 6E 37 67 7A 
1606,13:36:11.713,0x8D03B76,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 38 36 58 55 62 30 38 78 
1607,13:36:11.713,0x8D03B78,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 68 5A 69 57 2F 35 4C 65 
1608,13:36:11.713,0x8D03B7B,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6F 4A 58 31 50 67 62 58 
1609,13:36:11.713,0x8D03B7E,ch1,接收,0x0100,数据帧,标准帧,0x07,x| 31 42 68 6F 6C 74 0A 
