序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,Data
86057,16:56:31.233,0x2AE2D503,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9F C8 9C 2A 2A 92 0B 0C 
86058,16:56:31.233,0x2AE2D505,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9B DB BB D9 DC 35 C0 1A 
86059,16:56:31.233,0x2AE2D507,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BD 8C F6 F6 7A 40 10 41 
86060,16:56:31.233,0x2AE2D509,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2D 9F 79 C7 28 E9 4D 8A 
86061,16:56:31.233,0x2AE2D50B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 42 76 81 97 AE C5 C7 A3 
86062,16:56:31.233,0x2AE2D50D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 50 10 58 8E A5 B3 01 9F 
86063,16:56:31.233,0x2AE2D50F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DA 9D 24 2C 92 4B B1 6C 
86064,16:56:31.233,0x2AE2D511,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3F 0E 59 B3 F5 D2 A4 7F 
86065,16:56:31.233,0x2AE2D513,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 20 26 43 58 59 87 39 EF 
86066,16:56:31.233,0x2AE2D515,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 95 38 67 05 00 0D 39 FB 
86067,16:56:31.233,0x2AE2D517,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 50 3A 87 FA 4D C5 E5 C8 
86068,16:56:31.233,0x2AE2D519,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F3 E2 3E AB 0F C9 0E 43 
86069,16:56:31.233,0x2AE2D51B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 64 21 BD 4F 0E B5 81 08 
86070,16:56:31.233,0x2AE2D51D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 24 39 24 DD BD E6 F4 49 
86071,16:56:31.233,0x2AE2D51F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 49 00 9D 0B 5E F9 88 B5 
86072,16:56:31.233,0x2AE2D521,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 56 26 F0 DD FB 7A 9A 
86073,16:56:31.233,0x2AE2D522,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 92 F2 A3 23 21 E4 2F 6E 
86074,16:56:31.233,0x2AE2D525,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E5 E5 C1 51 77 60 00 2E 
86075,16:56:31.233,0x2AE2D526,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 65 C1 DB 85 4C 01 2A 37 
86076,16:56:31.233,0x2AE2D529,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 30 2F 27 5E 4F 7F E1 07 
86077,16:56:31.233,0x2AE2D52B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C2 14 1D 82 7C C3 79 01 
86078,16:56:31.233,0x2AE2D52D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F5 4B 89 96 54 43 A4 C1 
86079,16:56:31.233,0x2AE2D52F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2F 04 02 04 71 FA E1 9D 
86080,16:56:31.233,0x2AE2D530,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 49 18 44 62 E7 E4 E3 4D 
86081,16:56:31.233,0x2AE2D532,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EF 44 B6 10 54 3F 57 64 
86082,16:56:31.233,0x2AE2D534,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CB AA D3 CB 4D 5A 82 98 
86083,16:56:31.233,0x2AE2D536,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D2 3C 49 01 B2 1A 18 76 
86084,16:56:31.233,0x2AE2D539,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 90 EC F4 00 0F 88 18 37 
86085,16:56:31.233,0x2AE2D53B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1B F5 D7 B6 34 B7 09 0C 
86086,16:56:31.233,0x2AE2D53D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0C B9 6C 81 36 DA FE 54 
86087,16:56:31.233,0x2AE2D53F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 41 51 51 82 00 0C 44 EC 
86088,16:56:31.233,0x2AE2D540,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5F AF 2F 2A 00 A2 52 A2 
86089,16:56:31.233,0x2AE2D542,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 42 41 87 7B E5 C5 87 60 
86090,16:56:31.233,0x2AE2D544,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 91 44 12 58 B0 62 0B 9B 
86091,16:56:31.233,0x2AE2D546,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 59 F7 AC A7 05 DF 80 27 
86092,16:56:31.233,0x2AE2D548,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 95 9F 9F 1C A9 92 A2 E0 
86093,16:56:31.233,0x2AE2D54A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 29 25 99 CD E4 CB 70 EF 
86094,16:56:31.233,0x2AE2D54C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 98 60 CE 12 33 B1 CA 5F 
86095,16:56:31.233,0x2AE2D54F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 73 EF 4C 48 C6 40 67 12 
86096,16:56:31.233,0x2AE2D550,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DC 35 CA 74 A5 2D 25 AD 
86097,16:56:31.233,0x2AE2D552,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DC 56 49 4A 8C 92 0A B3 
86098,16:56:31.233,0x2AE2D554,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 63 BD CB ED 77 E3 6A 02 
86099,16:56:31.233,0x2AE2D556,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A6 22 CE F9 43 A7 83 B0 
86100,16:56:31.233,0x2AE2D558,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E1 E9 15 10 54 93 60 49 
86101,16:56:31.233,0x2AE2D55A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8B D8 64 F3 C2 99 44 A5 
86102,16:56:31.233,0x2AE2D55C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4E 16 E0 1B 7D 65 ED B9 
86103,16:56:31.233,0x2AE2D55E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B9 60 18 93 85 44 C8 C8 
86104,16:56:31.233,0x2AE2D560,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8E B9 C6 D9 D0 3C 96 10 
86105,16:56:31.233,0x2AE2D562,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0E 7B F3 27 BB 35 20 4E 
86106,16:56:31.233,0x2AE2D564,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 15 12 4E 22 72 88 DE FD 
86107,16:56:31.233,0x2AE2D566,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DB 6A 25 8E 10 C4 92 60 
86108,16:56:31.233,0x2AE2D568,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8B E5 E5 C3 E2 95 43 C4 
86109,16:56:31.233,0x2AE2D56A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C1 C2 B5 CA DD 8D 28 08 
86110,16:56:31.233,0x2AE2D56C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 48 00 B9 70 6E FB 73 A5 
86111,16:56:31.233,0x2AE2D56E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 54 31 09 04 59 DC C4 9D 
86112,16:56:31.233,0x2AE2D570,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F5 F5 E5 45 CA 8F 86 C3 
86113,16:56:31.233,0x2AE2D572,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8B 1E 3F 1D 87 BC 18 25 
86114,16:56:31.233,0x2AE2D574,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E1 EC 26 DA F7 CC 24 A2 
86115,16:56:31.233,0x2AE2D576,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 97 03 FC 8C 9E E6 6D AF 
86116,16:56:31.233,0x2AE2D578,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F5 B5 A6 69 05 36 37 9D 
86117,16:56:31.233,0x2AE2D57A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E6 FD F3 A6 29 48 16 76 
86118,16:56:31.233,0x2AE2D57C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7D 89 E2 D5 20 A5 48 00 
86119,16:56:31.233,0x2AE2D57E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A5 39 DE 4F 6D 2F CA F4 
86120,16:56:31.233,0x2AE2D580,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 18 24 BA 86 77 1E 5F 7B 
86121,16:56:31.233,0x2AE2D582,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4D 6C 25 82 B3 30 C1 FC 
86122,16:56:31.233,0x2AE2D584,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 87 2E DE 9D 0B 71 2F 00 
86123,16:56:31.233,0x2AE2D586,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BB 8C 86 7A F7 CA 93 12 
86124,16:56:31.233,0x2AE2D588,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 94 EA 0E 12 0B 66 3C DF 
86125,16:56:31.233,0x2AE2D58A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AB 8E 91 40 28 91 03 7B 
86126,16:56:31.233,0x2AE2D58C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6C C4 C7 BF 66 83 83 B8 
86127,16:56:31.233,0x2AE2D58E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FF 00 AC DB AB 65 BD 6B 
86128,16:56:31.233,0x2AE2D590,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FB 77 A4 D0 03 63 2D 17 
86129,16:56:31.233,0x2AE2D592,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D3 7A 52 20 08 51 BC 9C 
86130,16:56:31.233,0x2AE2D594,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A6 6F CA F4 E5 E2 78 EF 
86131,16:56:31.233,0x2AE2D596,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7B 5F 36 34 30 9C 58 8D 
86132,16:56:31.233,0x2AE2D598,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 88 81 A6 5C AC 68 22 A6 
86133,16:56:31.233,0x2AE2D59A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 04 17 04 43 02 C4 03 76 
86134,16:56:31.233,0x2AE2D59C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DF AF C9 2C 48 2A 21 B4 
86135,16:56:31.233,0x2AE2D59E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EA 06 59 37 6F 4E A4 87 
86136,16:56:31.233,0x2AE2D5A0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4F 84 19 2F B7 3E F4 14 
86137,16:56:31.233,0x2AE2D5A2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1D 8A 9C 92 19 99 B2 3E 
86138,16:56:31.233,0x2AE2D5A4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 41 AD BD 04 88 25 A4 C5 
86139,16:56:31.233,0x2AE2D5A6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F7 E3 6A C9 04 66 4F B5 
86140,16:56:31.233,0x2AE2D5A8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 51 C2 52 01 0E 15 E5 6E 
86141,16:56:31.233,0x2AE2D5AA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F6 F3 A5 20 4A 73 22 15 
86142,16:56:31.233,0x2AE2D5AC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6C 9F 6C BC FC 80 10 F0 
86143,16:56:31.233,0x2AE2D5AE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7B E9 51 3E 27 20 61 01 
86144,16:56:31.233,0x2AE2D5B0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9C 6B 79 9C FB DA AD 0C 
86145,16:56:31.233,0x2AE2D5B2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2E F9 BF 7D 69 19 24 94 
86146,16:56:31.233,0x2AE2D5B4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B1 19 9D 3B 9C 9A 82 60 
86147,16:56:31.233,0x2AE2D5B6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 0A 8B B5 83 1C E7 2D 
86148,16:56:31.233,0x2AE2D5B8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B8 3F 11 45 48 74 8C 1C 
86149,16:56:31.233,0x2AE2D5BA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C9 B8 6C 84 FD 9D 73 A3 
86150,16:56:31.233,0x2AE2D5BC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0F 0E 12 41 71 C0 1E 2F 
86151,16:56:31.233,0x2AE2D5BE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 67 17 9A 59 B2 49 9E E4 
86152,16:56:31.233,0x2AE2D5C0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3E 9B D0 26 14 B8 20 97 
86153,16:56:31.233,0x2AE2D5C2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0C F6 BE 6F C7 3D 66 B1 
86154,16:56:31.233,0x2AE2D5C4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 72 87 04 12 62 1E 24 01 
86155,16:56:31.233,0x2AE2D5C6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9F 2E D8 51 A0 84 C2 A4 
86156,16:56:31.233,0x2AE2D5C8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AB 21 93 E6 2D 9E B7 7B 
86157,16:56:31.233,0x2AE2D5CA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 52 00 05 B8 D0 2A 81 4B 
86158,16:56:31.233,0x2AE2D5CC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 10 01 2D 25 DF 21 BF 79 
86159,16:56:31.233,0x2AE2D5CE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B4 D0 0A 4A 99 C4 F9 3F 
86160,16:56:31.444,0x2AE2DCC6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7A F0 A7 04 E2 21 A1 AF 
86161,16:56:31.444,0x2AE2DCC8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 33 6E 5F CA 98 F1 92 4C 
86162,16:56:31.444,0x2AE2DCCA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 96 D3 DE FB 50 15 24 
86163,16:56:31.444,0x2AE2DCCC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 61 24 A8 92 F1 A8 F3 6E 
86164,16:56:31.444,0x2AE2DCCE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A6 7C 8B 15 40 52 8E 22 
86165,16:56:31.444,0x2AE2DCD0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 20 1E CB 16 6A 21 DD 4E 
86166,16:56:31.444,0x2AE2DCD2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 49 0D CC BF 43 79 D1 
86167,16:56:31.444,0x2AE2DCD4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B4 34 B0 94 80 64 3B 6A 
86168,16:56:31.444,0x2AE2DCD6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F7 21 DF B7 A0 D8 89 FD 
86169,16:56:31.444,0x2AE2DCD8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 44 0B BF B4 D2 27 C4 4A 
86170,16:56:31.444,0x2AE2DCDA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 98 02 9E 4E 72 CE C4 F7 
86171,16:56:31.444,0x2AE2DCDC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 73 55 74 85 00 6C CE 32 
86172,16:56:31.444,0x2AE2DCDE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D4 33 E9 F7 9B 50 24 AD 
86173,16:56:31.444,0x2AE2DCE0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EC 92 F6 07 4E 1A 9F 9A 
86174,16:56:31.444,0x2AE2DCE2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 04 52 CB 31 00 CC 8D 37 
86175,16:56:31.444,0x2AE2DCE4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BF 56 DA 98 07 95 72 19 
86176,16:56:31.444,0x2AE2DCE6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 65 37 F2 A4 C4 4A 82 54 
86177,16:56:31.444,0x2AE2DCE8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0C 11 CF 2B BD FF 00 BA 
86178,16:56:31.444,0x2AE2DCEA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 51 2E 97 72 66 03 3C 48 
86179,16:56:31.444,0x2AE2DCEC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E9 E7 73 2D 40 12 A6 06 
86180,16:56:31.444,0x2AE2DCEE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 03 93 03 51 AE 51 A0 F6 
86181,16:56:31.444,0x2AE2DCF0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 35 80 56 26 51 7D 01 B0 
86182,16:56:31.444,0x2AE2DCF2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 87 C9 F6 A5 21 D4 93 9B 
86183,16:56:31.444,0x2AE2DCF4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 07 24 B6 5F 7A FC 55 4A 
86184,16:56:31.444,0x2AE2DCF6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CC 80 01 CD EF 1C AD CE 
86185,16:56:31.444,0x2AE2DCF8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 83 31 72 E7 17 FF 00 21 
86186,16:56:31.444,0x2AE2DCFA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 98 6E 1C 8C B9 D1 70 19 
86187,16:56:31.444,0x2AE2DCFC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 24 92 E2 7B 7B 7A 79 99 
86188,16:56:31.444,0x2AE2DCFE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B9 92 EC E6 40 33 C5 9F 
86189,16:56:31.444,0x2AE2DD00,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DE 9C 81 84 3A AF 9D C9 
86190,16:56:31.444,0x2AE2DD02,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 12 EF 98 16 83 40 02 03 
86191,16:56:31.444,0x2AE2DD04,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C1 38 5E 12 19 BB F6 DE 
86192,16:56:31.444,0x2AE2DD06,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A8 58 41 8E 91 E7 E5 96 
86193,16:56:31.444,0x2AE2DD08,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6D 51 C4 CE 13 0D 9D CB 
86194,16:56:31.444,0x2AE2DD0A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B5 DB A5 B4 E8 C9 F1 20 
86195,16:56:31.444,0x2AE2DD0C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 85 07 79 0A 97 07 61 7F 
86196,16:56:31.444,0x2AE2DD0E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3D A8 18 04 E2 25 21 84 
86197,16:56:31.444,0x2AE2DD10,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 31 06 E7 37 62 C3 2C AF 
86198,16:56:31.444,0x2AE2DD12,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E5 88 72 1C B0 23 F5 7B 
86199,16:56:31.444,0x2AE2DD14,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9E BA D2 7E 37 11 90 69 
86200,16:56:31.444,0x2AE2DD16,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CD E3 E0 FC D3 A8 24 B3 
86201,16:56:31.444,0x2AE2DD18,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9B 6E D4 02 02 80 04 B6 
86202,16:56:31.444,0x2AE2DD1A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 99 3B 17 CF E7 E1 B1 31 
86203,16:56:31.444,0x2AE2DD1C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 60 EF AE 91 CA 82 49 24 
86204,16:56:31.444,0x2AE2DD1E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B8 61 91 16 3D EA 0B 33 
86205,16:56:31.444,0x2AE2DD20,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 50 26 E5 41 A5 81 02 73 
86206,16:56:31.444,0x2AE2DD22,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CC 9F 7E B3 40 F2 0B BC 
86207,16:56:31.444,0x2AE2DD24,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EA 3F A7 D6 9D 25 5B 91 
86208,16:56:31.444,0x2AE2DD26,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9B E4 3A E9 FC 8A 99 05 
86209,16:56:31.444,0x2AE2DD28,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C6 C0 90 2C 4D F5 8C E0 
86210,16:56:31.444,0x2AE2DD2A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FC D1 0A 24 92 61 DC 37 
86211,16:56:31.444,0x2AE2DD2C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 17 9C A3 AB 37 22 18 92 
86212,16:56:31.444,0x2AE2DD2E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 54 5C 90 9C 8E 7B 43 DE 
86213,16:56:31.444,0x2AE2DD30,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 82 52 D3 A4 95 67 7D CF 
86214,16:56:31.444,0x2AE2DD32,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C6 B5 40 98 72 43 69 F7 
86215,16:56:31.444,0x2AE2DD34,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 93 98 DB 8C 52 29 88 61 
86216,16:56:31.444,0x2AE2DD36,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 07 39 78 71 6F 36 E5 26 
86217,16:56:31.444,0x2AE2DD38,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 81 D2 40 05 45 94 6E CE 
86218,16:56:31.444,0x2AE2DD3A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EE 21 B3 3D E9 48 C4 B9 
86219,16:56:31.444,0x2AE2DD3C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 49 64 C3 83 E8 EE 3C DC 
86220,16:56:31.444,0x2AE2DD3E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8A C1 58 00 20 47 EA 19 
86221,16:56:31.444,0x2AE2DD40,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CB F9 D5 46 1C 24 B5 EE 
86222,16:56:31.444,0x2AE2DD42,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 07 18 CE 2F 6C A8 13 01 
86223,16:56:31.444,0x2AE2DD44,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C2 C9 69 E9 9B 66 DA F0 
86224,16:56:31.444,0x2AE2DD46,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 88 8A D2 43 25 C2 C3 CE 
86225,16:56:31.444,0x2AE2DD48,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 57 39 BB 77 D7 24 B9 20 
86226,16:56:31.444,0x2AE2DD4A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 28 B1 05 87 A7 07 BB F1 
86227,16:56:31.444,0x2AE2DD4C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6A D1 92 BC 41 C1 6C E7 
86228,16:56:31.444,0x2AE2DD4E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5E 6F C8 73 07 09 0D E2 
86229,16:56:31.444,0x2AE2DD50,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 13 9F 9E F4 14 4C 25 81 
86230,16:56:31.444,0x2AE2DD52,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 03 F5 13 CB 3A CB 59 49 
86231,16:56:31.444,0x2AE2DD54,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 07 7C EF DF 7A 51 3F 
86232,16:56:31.444,0x2AE2DD56,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E5 60 3D 9C 7C 7D 79 5E 
86233,16:56:31.444,0x2AE2DD58,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 81 E6 1E EC 1E 97 11 0A 
86234,16:56:31.444,0x2AE2DD5A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 20 DB 7B 5E 6D 48 B2 
86235,16:56:31.444,0x2AE2DD5C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 60 07 07 CB 2E 0F A7 A5 
86236,16:56:31.444,0x2AE2DD5E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 12 EC 09 82 93 9B CD A6 
86237,16:56:31.444,0x2AE2DD60,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 80 1C 25 9A 09 32 1B 5D 
86238,16:56:31.444,0x2AE2DD62,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F6 A2 49 42 CA 4A 89 4B 
86239,16:56:31.444,0x2AE2DD64,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E7 36 06 7C FF 00 B4 1C 
86240,16:56:31.444,0x2AE2DD66,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 39 50 07 10 9D 85 86 53 
86241,16:56:31.444,0x2AE2DD68,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9D 38 20 80 4B 7F 0E 4F 
86242,16:56:31.444,0x2AE2DD6A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 40 19 89 48 00 02 0F 1B 
86243,16:56:31.444,0x2AE2DD6C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1C 9F 5D 03 51 06 08 24 
86244,16:56:31.444,0x2AE2DD6E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9C 37 3D 6D 34 89 04 92 
86245,16:56:31.444,0x2AE2DD70,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A7 2E 05 B7 9C BB D2 29 
86246,16:56:31.444,0x2AE2DD72,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C7 EA 49 0C E0 B8 66 D6 
86247,16:56:31.444,0x2AE2DD74,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 83 25 45 52 DE 1C 8F 66 
86248,16:56:31.444,0x2AE2DD76,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 95 40 29 42 01 01 9E 6D 
86249,16:56:31.444,0x2AE2DD78,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E7 1D 29 80 74 BA 38 90 
86250,16:56:31.444,0x2AE2DD7A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4D BC FA FB C5 10 02 55 
86251,16:56:31.444,0x2AE2DD7C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 89 25 CB 4E C4 DF BB 50 
86252,16:56:31.444,0x2AE2DD7E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2B 15 1F 18 0C 2D 3C 37 
86253,16:56:31.444,0x2AE2DD80,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A0 81 25 AD A9 BE AD DF 
