序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,Data
74506,16:56:26.884,0x2AE22BB6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FF D8 FF E0 00 10 4A 46 
74507,16:56:26.884,0x2AE22BB8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 49 46 00 01 01 00 00 01 
74508,16:56:26.884,0x2AE22BBA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 01 00 00 FF DB 00 43 
74509,16:56:26.884,0x2AE22BBC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 01 01 01 01 01 01 01 
74510,16:56:26.884,0x2AE22BBE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74511,16:56:26.884,0x2AE22BC0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74512,16:56:26.884,0x2AE22BC2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74513,16:56:26.884,0x2AE22BC4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74514,16:56:26.884,0x2AE22BC6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74515,16:56:26.884,0x2AE22BC8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74516,16:56:26.884,0x2AE22BCA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74517,16:56:26.884,0x2AE22BCC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 FF DB 00 43 01 01 01 
74518,16:56:26.884,0x2AE22BCE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74519,16:56:26.884,0x2AE22BD0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74520,16:56:26.884,0x2AE22BD2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74521,16:56:26.884,0x2AE22BD4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74522,16:56:26.884,0x2AE22BD6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74523,16:56:26.884,0x2AE22BD8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74524,16:56:26.884,0x2AE22BDA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 01 01 
74525,16:56:26.884,0x2AE22BDC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 FF C0 
74526,16:56:26.884,0x2AE22BDE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 11 08 04 38 07 80 03 
74527,16:56:26.884,0x2AE22BE0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 22 00 02 11 01 03 11 
74528,16:56:26.884,0x2AE22BE2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 FF C4 00 1C 00 00 03 
74529,16:56:26.884,0x2AE22BE4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 01 01 01 01 00 00 
74530,16:56:26.884,0x2AE22BE6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 00 00 00 00 00 01 02 
74531,16:56:26.884,0x2AE22BE8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 03 00 04 05 07 06 0A FF 
74532,16:56:26.884,0x2AE22BEA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C4 00 3B 10 00 01 03 02 
74533,16:56:26.884,0x2AE22BEC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 04 04 06 03 01 01 01 01 
74534,16:56:26.884,0x2AE22BEE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 00 02 0B 01 02 11 21 
74535,16:56:26.884,0x2AE22BF0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 31 12 41 51 61 71 81 
74536,16:56:26.884,0x2AE22BF2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 91 F0 22 A1 B1 C1 D1 E1 
74537,16:56:26.884,0x2AE22BF4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 03 32 F1 42 52 13 62 23 
74538,16:56:26.884,0x2AE22BF6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 72 04 82 33 92 43 A2 14 
74539,16:56:26.884,0x2AE22BF8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B2 D2 F2 53 FF C4 00 14 
74540,16:56:26.884,0x2AE22BFA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 01 00 00 00 00 00 00 
74541,16:56:26.884,0x2AE22BFC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 00 00 00 00 00 00 00 
74542,16:56:26.884,0x2AE22BFE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 00 FF C4 00 14 11 01 
74543,16:56:26.884,0x2AE22C00,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 00 00 00 00 00 00 00 
74544,16:56:26.884,0x2AE22C02,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 00 00 00 00 00 00 00 
74545,16:56:26.884,0x2AE22C04,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FF DA 00 0C 03 01 00 02 
74546,16:56:26.884,0x2AE22C06,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 11 03 11 00 3F 00 FE 24 
74547,16:56:26.884,0x2AE22C08,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 13 F8 90 92 07 E3 50 FC 
74548,16:56:26.884,0x2AE22C0A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A8 10 8F FD 2E 90 60 C7 
74549,16:56:26.884,0x2AE22C0C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1B 55 02 8F E1 58 42 95 
74550,16:56:26.884,0x2AE22C0E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8F F1 90 43 3F EA 4D D8 
74551,16:56:26.884,0x2AE22C10,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F1 8D FD 60 56 AC 69 52 
74552,16:56:26.884,0x2AE22C12,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3F 16 27 17 2E 30 27 30 
74553,16:56:26.884,0x2AE22C14,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C4 F7 CD 8C 3F 27 E5 FC 
74554,16:56:26.884,0x2AE22C16,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8B FC 83 0F E3 09 42 61 
74555,16:56:26.884,0x2AE22C18,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DF AC 5E F3 02 83 A5 49 
74556,16:56:26.884,0x2AE22C1A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 47 E0 0F F8 BC 27 F3 12 
74557,16:56:26.884,0x2AE22C1C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D2 4B 39 CC 64 09 D7 A5 
74558,16:56:26.884,0x2AE22C1E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2F E6 42 CA 7F 11 52 D2 
74559,16:56:26.884,0x2AE22C20,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4A 0B AC 38 F1 88 86 BE 
74560,16:56:26.884,0x2AE22C22,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 97 13 1A 54 17 F9 40 05 
74561,16:56:26.884,0x2AE22C24,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 47 FF 00 E1 FA BD C7 13 
74562,16:56:26.884,0x2AE22C26,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EF 51 C5 F8 FF 00 FD 20 
74563,16:56:26.884,0x2AE22C28,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 95 20 A8 29 83 DE D3 CB 
74564,16:56:26.884,0x2AE22C2A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2C AD A5 07 42 93 FF 00 
74565,16:56:26.884,0x2AE22C2C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A8 FC 8B 4A 12 56 94 C0 
74566,16:56:26.884,0x2AE22C2E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 57 84 1D 41 D8 4E 81 C4 
74567,16:56:26.884,0x2AE22C30,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D7 10 C2 61 4D FF 00 A2 
74568,16:56:26.913,0x2AE22C32,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 43 90 93 05 A7 04 5C 77 
74569,16:56:26.913,0x2AE22C34,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 34 4F E6 01 2A 49 27 F2 
74570,16:56:26.913,0x2AE22C36,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 63 F0 96 70 C2 3C CD B5 
74571,16:56:26.913,0x2AE22C38,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A8 02 A4 7E 3C 69 43 28 
74572,16:56:26.913,0x2AE22C3A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 28 83 24 92 82 64 6A 23 
74573,16:56:26.913,0x2AE22C3C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3E C8 62 7F F4 38 47 E1 
74574,16:56:26.913,0x2AE22C3E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4F E3 3F BA 00 32 4D C0 
74575,16:56:26.913,0x2AE22C40,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3A 3E 7E 7A D7 9D FF 00 
74576,16:56:26.913,0x2AE22C42,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A7 E5 47 E6 59 28 7F CC 
74577,16:56:26.913,0x2AE22C44,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B5 61 61 64 39 60 5E DB 
74578,16:56:26.913,0x2AE22C46,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E9 0E CF 57 FF 00 F4 85 
74579,16:56:26.913,0x2AE22C48,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AB FF 00 54 9F C4 E1 44 
74580,16:56:26.913,0x2AE22C4A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 23 41 9B 1F BF 3A 55 
74581,16:56:26.913,0x2AE22C4C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 61 49 07 17 FF 00 89 F9 
74582,16:56:26.913,0x2AE22C4E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 05 C8 B1 D0 39 83 F1 D0 
74583,16:56:26.913,0x2AE22C50,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 24 3F F4 5F E5 28 32 B1 
74584,16:56:26.913,0x2AE22C52,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FF 00 ED 16 A3 09 8F F3 
74585,16:56:26.913,0x2AE22C54,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AB 36 DD 2A C1 09 5A 14 
74586,16:56:26.913,0x2AE22C56,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9F C8 C4 22 13 F9 09 62 
74587,16:56:26.913,0x2AE22C58,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7B 16 F6 A9 1F CF F8 52 
74588,16:56:26.913,0x2AE22C5A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0A 14 E1 69 82 66 54 6D 
74589,16:56:26.913,0x2AE22C5C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 90 11 98 A9 7E 44 FE 45 
74590,16:56:26.913,0x2AE22C5E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 21 D4 CC 0B 94 82 C5 60 
74591,16:56:26.913,0x2AE22C60,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DB AF 31 AD 05 56 B4 FE 
74592,16:56:26.913,0x2AE22C62,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2F C4 9F C6 95 24 24 89 
74593,16:56:26.913,0x2AE22C64,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 11 39 DF 3E 1E 5A 48 61 
74594,16:56:26.913,0x2AE22C66,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 27 FF 00 4F C6 5C 58 DC 
74595,16:56:26.913,0x2AE22C68,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CE FA 08 F3 BD 47 F2 7F 
74596,16:56:26.913,0x2AE22C6A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E4 B4 02 B4 14 64 1C 97 
74597,16:56:26.913,0x2AE22C6C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4C B3 B6 9D DA 8A 94 9F 
74598,16:56:26.913,0x2AE22C6E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C2 86 4B 58 3A A0 92 F9 
74599,16:56:26.913,0x2AE22C70,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 DB 9A 05 FC 63 C6 B5 
74600,16:56:26.913,0x2AE22C72,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 20 10 A2 4B 92 20 06 B8 
74601,16:56:26.913,0x2AE22C74,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3D CE 4F 48 93 1F 90 80 
74602,16:56:26.913,0x2AE22C76,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 71 07 F1 75 9C E7 EC DA 
74603,16:56:26.913,0x2AE22C78,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B0 FC 9F 94 A7 FF 00 35 
74604,16:56:26.913,0x2AE22C7A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 30 2A 0E 15 90 45 DC 9B 
74605,16:56:26.913,0x2AE22C7C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3F 1E 74 7F 1A 42 7C 7F 
74606,16:56:26.913,0x2AE22C7E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FF 00 51 89 00 CA 40 92 
74607,16:56:26.913,0x2AE22C80,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 75 7B E8 FF 00 34 13 C5 
74608,16:56:26.913,0x2AE22C82,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F9 7F 2B 32 F1 25 21 CE 
74609,16:56:26.913,0x2AE22C84,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 44 44 83 AD 49 3F 95 7F 
74610,16:56:26.913,0x2AE22C86,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FA 14 80 FF 00 8D 40 F8 
74611,16:56:26.913,0x2AE22C88,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CD D2 47 F4 79 D3 A9 68 
74612,16:56:26.913,0x2AE22C8A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 52 96 12 9F FC 89 31 3F 
74613,16:56:26.913,0x2AE22C8C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B0 D4 DC 67 DC D7 2A D5 
74614,16:56:26.913,0x2AE22C8E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 89 69 48 49 4A 11 FF 00 
74615,16:56:26.913,0x2AE22C90,ch1,接收,0x0321,数据帧,标准帧,0x08,x| ED 15 91 3B 1B 7F 68 2D 
74616,16:56:26.913,0x2AE22C92,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8B FF 00 32 49 51 37 60 
74617,16:56:26.913,0x2AE22C94,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CE 4B D8 DD DB 3A 98 67 
74618,16:56:26.913,0x2AE22C96,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 25 6B C4 4C B3 59 F2 71 
74619,16:56:26.913,0x2AE22C98,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7D FE A9 D6 B1 81 49 48 
74620,16:56:26.913,0x2AE22C9A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 18 CF EA B0 C5 86 9D E7 
74621,16:56:26.913,0x2AE22C9C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A8 A4 52 42 50 85 28 B1 
74622,16:56:26.913,0x2AE22C9E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 55 C3 39 04 67 1C 39 6B 
74623,16:56:26.913,0x2AE22CA0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 40 85 5F 91 2A 01 20 14 
74624,16:56:26.913,0x2AE22CA2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BF 89 F4 39 80 FA 36 FB 
74625,16:56:26.913,0x2AE22CA4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D6 38 54 72 37 69 F8 A2 
74626,16:56:26.913,0x2AE22CA6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C9 53 49 2A 3F AE C3 22 
74627,16:56:26.913,0x2AE22CA8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 43 FA 3B 35 27 E3 00 15 
74628,16:56:26.913,0x2AE22CAA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 82 49 6B 1D 4C F9 3C 65 
74629,16:56:26.913,0x2AE22CAC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 14 18 2D 25 64 28 AB F5 
74630,16:56:26.913,0x2AE22CAE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 94 91 60 D7 EF 27 19 50 
74631,16:56:26.913,0x2AE22CB0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 80 58 9C 5F 89 41 C1 CC 
74632,16:56:26.913,0x2AE22CB2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1D 08 D4 B4 F0 7A C5 6A 
74633,16:56:26.913,0x2AE22CB4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 24 7E 45 04 83 FA 38 0E 
74634,16:56:26.913,0x2AE22CB6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4A 6C F1 6C C7 B5 1C 38 
74635,16:56:26.913,0x2AE22CB8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 02 98 5C BB 19 04 6B EB 
74636,16:56:26.913,0x2AE22CBA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D3 3C C3 28 00 41 00 24 
74637,16:56:26.913,0x2AE22CBC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4C 82 62 F9 3F 96 76 8C 
74638,16:56:26.913,0x2AE22CBE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D1 4E 53 05 8A 9C 15 67 
74639,16:56:26.913,0x2AE22CC0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C0 0D 37 1C DA D4 16 4A 
74640,16:56:26.913,0x2AE22CC2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 80 C4 20 D9 AD 1A B1 7D 
74641,16:56:26.913,0x2AE22CC4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B6 DA 8B 29 C5 8C 30 22 
74642,16:56:26.913,0x2AE22CC6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CD F5 D7 6D 43 7E 34 27 
74643,16:56:26.913,0x2AE22CC8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0B BB B1 72 A7 00 FC 1D 
74644,16:56:26.913,0x2AE22CCA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7F 94 E5 8B 00 A2 0D 81 
74645,16:56:26.913,0x2AE22CCC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 06 F6 B9 B3 F3 DF 3A 42 
74646,16:56:26.913,0x2AE22CCE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A0 85 00 C4 EA 2C 14 4C 
74647,16:56:26.913,0x2AE22CD0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1B E5 6C F8 5D E8 05 00 
74648,16:56:26.913,0x2AE22CD2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A9 24 07 80 1C BE 5C 8C 
74649,16:56:26.913,0x2AE22CD4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DC D0 05 A4 92 9C 25 94 
74650,16:56:26.913,0x2AE22CD6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 93 2B 26 E3 31 76 70 F6 
74651,16:56:26.913,0x2AE22CD8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F4 AA 1C 2C 0A 83 92 32 
74652,16:56:26.913,0x2AE22CDA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E5 C3 CB 85 A9 5C 31 0D 
74653,16:56:26.913,0x2AE22CDC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9B 83 9F 03 DF 4A 0E 48 
74654,16:56:26.913,0x2AE22CDE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 48 16 B6 2D 34 93 ED 96 
74655,16:56:26.913,0x2AE22CE0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D4 0C C7 09 04 B2 44 E2 
74656,16:56:26.913,0x2AE22CE2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 05 D9 B4 9D 75 8B BD 13 
74657,16:56:26.913,0x2AE22CE4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 60 47 8C 17 72 5F 76 23 
74658,16:56:26.913,0x2AE22CE6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B1 C6 C4 90 94 E1 63 23 
74659,16:56:26.913,0x2AE22CE8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 39 8B 76 F9 9C E8 12 12 
74660,16:56:26.913,0x2AE22CEA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 53 25 9A DD 67 4E F8 50 
74661,16:56:26.913,0x2AE22CEC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 38 B3 1F 16 8F 97 9F CD 
74662,16:56:26.913,0x2AE22CEE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 14 A4 BA 98 92 1A 06 CE 
74663,16:56:26.913,0x2AE22CF0,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 37 EF 7A 50 4F 88 91 02 
74664,16:56:26.913,0x2AE22CF2,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DA 9E 59 F1 B5 38 24 4A 
74665,16:56:26.913,0x2AE22CF4,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4E 52 5B 23 F3 1E 94 00 
74666,16:56:26.913,0x2AE22CF6,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 15 62 01 23 89 39 E6 D7 
74667,16:56:26.913,0x2AE22CF8,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EC F0 A2 01 00 A9 2F 30 
74668,16:56:26.913,0x2AE22CFA,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 72 6B 5A 7E FC A8 A4 E2 
74669,16:56:26.913,0x2AE22CFC,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F0 FE A0 48 25 E4 ED 25 
74670,16:56:26.913,0x2AE22CFE,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DF 6D A9 55 89 20 E6 49 
74671,16:56:26.913,0x2AE22D00,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 31 25 E4 4F 4A 06 C2 A0 
74672,16:56:26.913,0x2AE22D02,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 44 3A 54 03 8F 96 B7 36 
74673,16:56:26.913,0x2AE22D04,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D6 CE 29 99 89 00 00 1B 
74674,16:56:26.913,0x2AE22D06,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F6 D3 A9 BE 5A D2 A0 2C 
74675,16:56:26.913,0x2AE22D08,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 82 FE 13 A5 C1 B4 FD DE 
74676,16:56:26.913,0x2AE22D0A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 99 22 E9 51 2A 8D 6C C7 
74677,16:56:26.913,0x2AE22D0C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D7 66 A0 70 58 49 7F 7B 
74678,16:56:26.913,0x2AE22D0E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B6 77 B7 1F 57 0C 03 DD 
74679,16:56:26.913,0x2AE22D10,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DC 6A 43 BE 4F D8 8E 2A 
74680,16:56:26.913,0x2AE22D12,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 40 C2 1D CB 08 03 26 EC 
74681,16:56:26.913,0x2AE22D14,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C7 37 15 9D A6 F1 6B 88 
74682,16:56:26.913,0x2AE22D16,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 7C B5 FA A0 6C C0 0A 8C 
74683,16:56:26.913,0x2AE22D18,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CC 8F 7A 6C 24 AB 11 30 
74684,16:56:26.913,0x2AE22D1A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 19 AD 33 DD B5 25 B4 98 
74685,16:56:26.913,0x2AE22D1C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0E 13 3F B1 E2 44 E7 ED 
74686,16:56:26.913,0x2AE22D1E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 54 24 A4 E1 2C 5A FB 07 
74687,16:56:26.913,0x2AE22D20,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 F2 CF 85 85 03 66 E9 
74688,16:56:26.913,0x2AE22D22,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 20 3F EC C6 E2 39 50 4A 
74689,16:56:26.913,0x2AE22D24,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 92 01 50 0C C7 72 E4 65 
74690,16:56:26.913,0x2AE22D26,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EB 67 35 81 0E C2 CC F7 
74691,16:56:26.913,0x2AE22D28,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 79 8E 9C 2B 28 06 4A 5C 
74692,16:56:26.913,0x2AE22D2A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B3 E8 F3 BF 52 DE 74 04 
74693,16:56:26.913,0x2AE22D2C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 28 B8 73 2A 0E 00 0C 07 
74694,16:56:26.913,0x2AE22D2E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F6 98 98 8C AE 1D DC 87 
74695,16:56:26.913,0x2AE22D30,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BF 5E 34 82 14 C0 00 19 
74696,16:56:26.913,0x2AE22D32,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C9 CF 96 CF 95 3A 8B 01 
74697,16:56:26.913,0x2AE22D34,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 86 C5 82 9C 65 AF 72 28 
74698,16:56:26.913,0x2AE22D36,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 30 7F DD 41 B1 02 19 DF 
74699,16:56:26.913,0x2AE22D38,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5C AF 73 E9 9D 38 84 E2 
74700,16:56:26.913,0x2AE22D3A,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 67 20 E7 9F 01 1F DC ED 
74701,16:56:26.913,0x2AE22D3C,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4B 06 44 A5 20 06 D5 E5 
74702,16:56:26.913,0x2AE22D3E,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FA E6 35 B5 EB 4A 8B A6 
74703,16:56:26.913,0x2AE22D40,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 73 16 80 0F 48 14 0E A5 
74704,16:56:26.913,0x2AE22D42,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 08 51 36 BE 44 67 9F 
74705,16:56:26.913,0x2AE22D44,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0C E9 86 2C 2C 17 04 F3 
74706,16:56:26.913,0x2AE22D46,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F5 F5 F6 80 40 00 B8 F0 
