序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,Data
1906,13:39:37.604,0x8EF9BF5,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 63 4E 46 61 66 36 73 50 
1907,13:39:37.604,0x8EF9BF8,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 70 6B 78 62 5A 0A 53 63 
1908,13:39:37.604,0x8EF9BFB,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 2F 56 61 6E 58 32 2B 67 
1909,13:39:37.604,0x8EF9BFE,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 34 75 7A 49 76 66 6B 6B 
1910,13:39:37.604,0x8EF9C00,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6D 64 56 72 46 65 72 2F 
1911,13:39:37.604,0x8EF9C03,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 74 44 64 4A 51 2F 74 33 
1912,13:39:37.604,0x8EF9C06,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 75 6B 71 79 66 73 70 2B 
1913,13:39:37.604,0x8EF9C09,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6E 37 67 7A 38 36 58 55 
1914,13:39:37.604,0x8EF9C0C,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 62 30 38 78 68 5A 69 57 
1915,13:39:37.604,0x8EF9C0E,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 2F 35 4C 65 6F 4A 58 31 
1916,13:39:37.604,0x8EF9C11,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 50 67 62 58 31 42 68 6F 
1917,13:39:37.604,0x8EF9C13,ch1,接收,0x0100,数据帧,标准帧,0x03,x| 6C 74 0A 
